EventId,Theatre,EventDate,Year,Month,Day,PerformanceTitle,PerformanceType,PerformanceId,WorkId,TCPId,ActCount,WorkTitle,AuthorId,AuthorName,TheatronomicsGenreId,TheatronomicsGenreLabel
32966,Drury Lane,17660106,1766,1,6,Merope,mainpiece,67537,2024,NULL,NULL,Merope,372,George Jeffreys,NULL,NULL
32966,Drury Lane,17660106,1766,1,6,"The Hermit; or, Harlequin at Rhodes",afterpiece,67538,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32967,Covent Garden,17660106,1766,1,6,King Richard III,mainpiece,67539,1403,NULL,NULL,The Tragical History of King Richard III,198,Colley Cibber,NULL,NULL
32967,Covent Garden,17660106,1766,1,6,Perseus and Andromeda,afterpiece,67540,3636,NULL,NULL,Perseus and Andromeda,256,Lewis Theobald,9,Pantomime
32969,Drury Lane,17660107,1766,1,7,Mahomet,mainpiece,67542,2306,NULL,NULL,Mahomet the Imposter,393,James Miller,13,Tragedy
32969,Drury Lane,17660107,1766,1,7,The Hermit,afterpiece,67543,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32970,Covent Garden,17660107,1766,1,7,The Maid Of The Mill,mainpiece,67544,291,K039360.000,3,The Maid of the Mill,501,Isaac Bickerstaffe,2,Comedy
32970,Covent Garden,17660107,1766,1,7,The Old Maid,afterpiece,67545,32,K020298.000,2,The Old Maid,486,Arthur Murphy,2,Comedy
32972,Drury Lane,17660108,1766,1,8,Cymbeline,mainpiece,67548,1351,A11954,,Cymbeline,10,William Shakespeare,11,Romance
32972,Drury Lane,17660108,1766,1,8,The Hermit,afterpiece,67549,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32973,Covent Garden,17660108,1766,1,8,The Busy Body,mainpiece,67550,1520,K009642.000,5,The Busie Body,222,Susanna Centlivre,2,Comedy
32973,Covent Garden,17660108,1766,1,8,Perseus and Andromeda,afterpiece,67551,3636,NULL,NULL,Perseus and Andromeda,256,Lewis Theobald,9,Pantomime
32974,Drury Lane,17660109,1766,1,9,"King Henry IV, Part I",mainpiece,67552,810,A11954,,"Henry the Fourth, Part I",10,William Shakespeare,NULL,NULL
32974,Drury Lane,17660109,1766,1,9,The Hermit,afterpiece,67553,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32975,Covent Garden,17660109,1766,1,9,The Double Mistake,mainpiece,67554,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32976,Drury Lane,17660110,1766,1,10,The Plain Dealer,mainpiece,67556,1037,A67202,5,The Plain Dealer,109,William Wycherley,2,Comedy
32976,Drury Lane,17660110,1766,1,10,The Hermit,afterpiece,67557,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32977,Covent Garden,17660110,1766,1,10,The Double Mistake,mainpiece,67558,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32978,Drury Lane,17660111,1766,1,11,King Lear,mainpiece,67559,1123,NULL,NULL,The History of King Lear,148,Nahum Tate,NULL,NULL
32978,Drury Lane,17660111,1766,1,11,The Hermit,afterpiece,67560,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32979,Covent Garden,17660111,1766,1,11,The Double Mistake,mainpiece,67561,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32981,Drury Lane,17660113,1766,1,13,Hamlet,mainpiece,67563,460,NULL,NULL,Hamlet ,263,Apostolo Zeno,NULL,NULL
32981,Drury Lane,17660113,1766,1,13,The Hermit,afterpiece,67564,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32982,Covent Garden,17660113,1766,1,13,The Double Mistake,mainpiece,67565,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32983,Drury Lane,17660114,1766,1,14,All In The Wrong,mainpiece,67566,30,K030424.000,5,All in the Wrong,486,Arthur Murphy,2,Comedy
32983,Drury Lane,17660114,1766,1,14,The Hermit,afterpiece,67567,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32984,Covent Garden,17660114,1766,1,14,The Double Mistake,mainpiece,67568,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32985,Drury Lane,17660115,1766,1,15,Mahomet,mainpiece,67570,2306,NULL,NULL,Mahomet the Imposter,393,James Miller,13,Tragedy
32985,Drury Lane,17660115,1766,1,15,The Hermit,afterpiece,67571,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32986,Covent Garden,17660115,1766,1,15,The Double Mistake,mainpiece,67572,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32987,Drury Lane,17660116,1766,1,16,The Jealous Wife,mainpiece,67574,2488,NULL,NULL,The Jealous Wife,497,"George Colman, the elder",2,Comedy
32987,Drury Lane,17660116,1766,1,16,The Hermit,afterpiece,67575,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32988,Covent Garden,17660116,1766,1,16,The Double Mistake,mainpiece,67576,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32988,Covent Garden,17660116,1766,1,16,Catherine and Petruchio,afterpiece,67577,2423,K033495.000,3,Catherine and Petruchio,452,David Garrick,4,Farce
32989,Drury Lane,17660117,1766,1,17,Merope,mainpiece,67579,2024,NULL,NULL,Merope,372,George Jeffreys,NULL,NULL
32989,Drury Lane,17660117,1766,1,17,The Hermit,afterpiece,67580,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32990,Covent Garden,17660117,1766,1,17,The Double Mistake,mainpiece,67581,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32990,Covent Garden,17660117,1766,1,17,The Upholsterer,afterpiece,67582,2451,K102914.000,2,The Upholsterer,486,Arthur Murphy,4,Farce
32991,Drury Lane,17660118,1766,1,18,The Plain Dealer,mainpiece,67584,1037,A67202,5,The Plain Dealer,109,William Wycherley,2,Comedy
32991,Drury Lane,17660118,1766,1,18,The Hermit,afterpiece,67585,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32992,Covent Garden,17660118,1766,1,18,The Double Mistake,mainpiece,67586,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32992,Covent Garden,17660118,1766,1,18,The Englishman in Paris,afterpiece,67587,2385,NULL,NULL,The Englishman in Paris,465,Samuel Foote,NULL,NULL
32994,Drury Lane,17660120,1766,1,20,The Mourning Bride,mainpiece,67590,1340,A34306,5,The Mourning Bride,187,William Congreve,13,Tragedy
32994,Drury Lane,17660120,1766,1,20,The Hermit,afterpiece,67591,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32995,Covent Garden,17660120,1766,1,20,The Summer's Tale,mainpiece,67592,474,NULL,NULL,The Summer's Tale,528,Richard Cumberland,2,Comedy
32996,Drury Lane,17660121,1766,1,21,Beggar's Opera,mainpiece,67594,298,K016442.000,3,The Beggar's Opera,269,John Gay,2,Comedy
32996,Drury Lane,17660121,1766,1,21,The Hermit,afterpiece,67595,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
32997,Covent Garden,17660121,1766,1,21,The Double Mistake,mainpiece,67596,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
32997,Covent Garden,17660121,1766,1,21,The Citizen,afterpiece,67597,31,K034431.000,2,The Citizen,486,Arthur Murphy,4,Farce
32999,Drury Lane,17660122,1766,1,22,Venice Preserved,mainpiece,67600,1146,A53535,5,"Venice Preserv'd; or, A Plot Discover'd",135,Thomas Otway,13,Tragedy
32999,Drury Lane,17660122,1766,1,22,The Hermit,afterpiece,67601,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33000,Covent Garden,17660122,1766,1,22,The Summer's Tale,mainpiece,67602,474,NULL,NULL,The Summer's Tale,528,Richard Cumberland,2,Comedy
33001,Drury Lane,17660123,1766,1,23,Zara,mainpiece,67604,2171,NULL,NULL,Zara ,258,Aaron Hill,13,Tragedy
33001,Drury Lane,17660123,1766,1,23,Lethe,afterpiece,67605,2261,K038609.000,0,"Lethe; or, Esop in the Shades",452,David Garrick,2,Comedy
33002,Covent Garden,17660123,1766,1,23,The Double Mistake,mainpiece,67607,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
33002,Covent Garden,17660123,1766,1,23,The Devil to Pay,afterpiece,67608,2041,NULL,NULL,"The Devil to Pay; or, The Wives Metamorphos'd",391,Charles Coffey,1,Ballad Opera/Burletta/Opera
33003,Drury Lane,17660124,1766,1,24,The Merry Wives Of Windsor,mainpiece,67610,601,A11954,,The Merry Wives of Windsor,10,William Shakespeare,2,Comedy
33003,Drury Lane,17660124,1766,1,24,The Hermit,afterpiece,67611,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33004,Covent Garden,17660124,1766,1,24,The Summer's Tale,mainpiece,67612,474,NULL,NULL,The Summer's Tale,528,Richard Cumberland,2,Comedy
33005,Drury Lane,17660125,1766,1,25,Mahomet,mainpiece,67614,2306,NULL,NULL,Mahomet the Imposter,393,James Miller,13,Tragedy
33005,Drury Lane,17660125,1766,1,25,The Hermit,afterpiece,67615,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33006,Covent Garden,17660125,1766,1,25,The Double Mistake,mainpiece,67616,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
33006,Covent Garden,17660125,1766,1,25,The Apprentice,afterpiece,67617,2421,K064728.000,2,The Apprentice,486,Arthur Murphy,2,Comedy
33008,Drury Lane,17660127,1766,1,27,The School For Lovers,mainpiece,67621,2500,K044271.000,5,The School for Lovers,473,William Whitehead,2,Comedy
33008,Drury Lane,17660127,1766,1,27,The Hermit,afterpiece,67622,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33009,Covent Garden,17660127,1766,1,27,The Summer's Tale,mainpiece,67623,474,NULL,NULL,The Summer's Tale,528,Richard Cumberland,2,Comedy
33010,Drury Lane,17660128,1766,1,28,The Way To Keep Him,mainpiece,67625,2472,K020295.000,3,The Way to Keep Him,486,Arthur Murphy,2,Comedy
33010,Drury Lane,17660128,1766,1,28,The Hermit,afterpiece,67626,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33011,Covent Garden,17660128,1766,1,28,The Double Mistake,mainpiece,67627,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
33011,Covent Garden,17660128,1766,1,28,Miss in Her Teens,afterpiece,67628,96,K120041.000,2,Miss in her Teens,452,David Garrick,2,Comedy
33012,Drury Lane,17660129,1766,1,29,The Constant Couple,mainpiece,67630,1398,A40958,5,"The Constant Couple; or, A Trip to the Jubilee",214,George Farquhar,2,Comedy
33012,Drury Lane,17660129,1766,1,29,The Hermit,afterpiece,67631,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33013,Covent Garden,17660129,1766,1,29,The Summer's Tale,mainpiece,67632,474,NULL,NULL,The Summer's Tale,528,Richard Cumberland,2,Comedy
33013,Covent Garden,17660129,1766,1,29,The Upholsterer,afterpiece,67633,2451,K102914.000,2,The Upholsterer,486,Arthur Murphy,4,Farce
33014,Drury Lane,17660130,1766,1,30,None,mainpiece,67635,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33015,Drury Lane,17660131,1766,1,31,Zara,mainpiece,67636,2171,NULL,NULL,Zara ,258,Aaron Hill,13,Tragedy
33015,Drury Lane,17660131,1766,1,31,Lethe,afterpiece,67637,2261,K038609.000,0,"Lethe; or, Esop in the Shades",452,David Garrick,2,Comedy
33016,Covent Garden,17660131,1766,1,31,"Julius Caesar, With The Deaths Of Brutus And Cassius",mainpiece,67638,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33016,Covent Garden,17660131,1766,1,31,The Intriguing Chambermaid,afterpiece,67639,2122,NULL,NULL,The Intriguing Chambermaid ,382,Henry Fielding,4,Farce
33017,Drury Lane,17660201,1766,2,1,The Plain Dealer,mainpiece,67641,1037,A67202,5,The Plain Dealer,109,William Wycherley,2,Comedy
33017,Drury Lane,17660201,1766,2,1,The Hermit,afterpiece,67642,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33018,Covent Garden,17660201,1766,2,1,Love In A Village,mainpiece,67643,2506,K002009.000,3,Love in a Village,501,Isaac Bickerstaffe,1,Ballad Opera/Burletta/Opera
33018,Covent Garden,17660201,1766,2,1,Polly Honeycombe,afterpiece,67644,2482,NULL,NULL,Polly Honeycomb,497,"George Colman, the elder",4,Farce
33020,Drury Lane,17660203,1766,2,3,The Tempest,mainpiece,67647,98,K046085.000,3,The Tempest,766,J.C. Foote,16,Tragicomedy
33020,Drury Lane,17660203,1766,2,3,The Hermit,afterpiece,67648,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33021,Covent Garden,17660203,1766,2,3,Julius Caesar,mainpiece,67649,887,A11954,,Julius Caesar,10,William Shakespeare,5,History
33021,Covent Garden,17660203,1766,2,3,The Chaplet,afterpiece,67650,403,K056299.000,,The Chaplet,460,Moses Mendez,10,Pastoral
33022,Drury Lane,17660204,1766,2,4,The Orphan,mainpiece,67652,1106,A53521,5,"The Orphan; or, The Unhappy Marriage",135,Thomas Otway,13,Tragedy
33022,Drury Lane,17660204,1766,2,4,The Hermit,afterpiece,67653,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33023,Covent Garden,17660204,1766,2,4,Every Man In His Humour,mainpiece,67654,839,A04632,,Every Man In His Humour,16,Ben Jonson,2,Comedy
33023,Covent Garden,17660204,1766,2,4,Thomasand Sally,afterpiece,67655,290,K086734.000,,"Thomas and Sally; or, The Sailor's Return",501,Isaac Bickerstaffe,2,Comedy
33024,Drury Lane,17660205,1766,2,5,Cymbeline,mainpiece,67657,1351,A11954,,Cymbeline,10,William Shakespeare,11,Romance
33024,Drury Lane,17660205,1766,2,5,The Hermit,afterpiece,67658,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33025,Covent Garden,17660205,1766,2,5,Cleone,mainpiece,67659,2458,NULL,NULL,Cleone,426,Robert Dodsley,13,Tragedy
33025,Covent Garden,17660205,1766,2,5,Midas,afterpiece,67660,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33026,Drury Lane,17660206,1766,2,6,The Plain Dealer,mainpiece,67661,1037,A67202,5,The Plain Dealer,109,William Wycherley,2,Comedy
33026,Drury Lane,17660206,1766,2,6,The Hermit,afterpiece,67662,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33027,Covent Garden,17660206,1766,2,6,The Mistake,mainpiece,67663,1490,NULL,NULL,The Mistake,207,John Vanbrugh,2,Comedy
33027,Covent Garden,17660206,1766,2,6,Midas,afterpiece,67664,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33029,Drury Lane,17660207,1766,2,7,Almena,mainpiece,67666,2526,NULL,NULL,Almena,483,Richard Rolt,1,Ballad Opera/Burletta/Opera
33029,Drury Lane,17660207,1766,2,7,The Hermit,afterpiece,67667,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33030,Covent Garden,17660207,1766,2,7,Julius Caesar,mainpiece,67669,887,A11954,,Julius Caesar,10,William Shakespeare,5,History
33030,Covent Garden,17660207,1766,2,7,Catherine and Petruchio,afterpiece,67670,2423,K033495.000,3,Catherine and Petruchio,452,David Garrick,4,Farce
33031,Drury Lane,17660208,1766,2,8,The Orphan,mainpiece,67672,1106,A53521,5,"The Orphan; or, The Unhappy Marriage",135,Thomas Otway,13,Tragedy
33031,Drury Lane,17660208,1766,2,8,The Hermit,afterpiece,67673,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33032,Covent Garden,17660208,1766,2,8,The Maid Of The Mill,mainpiece,67674,291,K039360.000,3,The Maid of the Mill,501,Isaac Bickerstaffe,2,Comedy
33032,Covent Garden,17660208,1766,2,8,The Old Maid,afterpiece,67675,32,K020298.000,2,The Old Maid,486,Arthur Murphy,2,Comedy
33034,Drury Lane,17660210,1766,2,10,The Distressed Mother,mainpiece,67678,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33034,Drury Lane,17660210,1766,2,10,The Hermit,afterpiece,67679,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33035,Covent Garden,17660210,1766,2,10,The Royal Convert,mainpiece,67680,1508,NULL,NULL,The Royal Convert,230,Nicholas Rowe,13,Tragedy
33035,Covent Garden,17660210,1766,2,10,Midas,afterpiece,67681,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33036,Drury Lane,17660211,1766,2,11,Much Ado About Nothing,mainpiece,67682,1236,A11954,,Much Ado About Nothing,10,William Shakespeare,2,Comedy
33036,Drury Lane,17660211,1766,2,11,A Fairy Tale,afterpiece,67683,2515,NULL,NULL,The Fairy Tale,497,"George Colman, the elder",4,Farce
33037,Covent Garden,17660211,1766,2,11,The Mistake,mainpiece,67684,1490,NULL,NULL,The Mistake,207,John Vanbrugh,2,Comedy
33037,Covent Garden,17660211,1766,2,11,Midas,afterpiece,67685,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33039,Drury Lane,17660213,1766,2,13,Othello,mainpiece,67687,597,A11954,,Othello,10,William Shakespeare,13,Tragedy
33039,Drury Lane,17660213,1766,2,13,Daphne and Amintor,afterpiece,67688,2540,NULL,NULL,Daphne and Amintor,501,Isaac Bickerstaffe,2,Comedy
33040,Covent Garden,17660213,1766,2,13,Love In A Village,mainpiece,67689,2506,K002009.000,3,Love in a Village,501,Isaac Bickerstaffe,1,Ballad Opera/Burletta/Opera
33040,Covent Garden,17660213,1766,2,13,The Englishman in Paris,afterpiece,67690,2385,NULL,NULL,The Englishman in Paris,465,Samuel Foote,NULL,NULL
33041,Covent Garden,17660214,1766,2,14,Deborah,mainpiece,67692,2098,NULL,NULL,"Deborah; or, A Wife For You All ",382,Henry Fielding,4,Farce
33042,Drury Lane,17660215,1766,2,15,Mahomet,mainpiece,67694,2306,NULL,NULL,Mahomet the Imposter,393,James Miller,13,Tragedy
33042,Drury Lane,17660215,1766,2,15,The Hermit,afterpiece,67695,2543,NULL,NULL,"The Hermit; or, Harlequin at Rhodes",512,James Love,9,Pantomime
33043,Covent Garden,17660215,1766,2,15,The Busy Body,mainpiece,67696,1520,K009642.000,5,The Busie Body,222,Susanna Centlivre,2,Comedy
33043,Covent Garden,17660215,1766,2,15,Midas,afterpiece,67697,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33045,Drury Lane,17660217,1766,2,17,The Orphan Of China,mainpiece,67699,2464,K043175.000,5,The Orphan of China,486,Arthur Murphy,13,Tragedy
33045,Drury Lane,17660217,1766,2,17,Daphne and Amintor,afterpiece,67700,2540,NULL,NULL,Daphne and Amintor,501,Isaac Bickerstaffe,2,Comedy
33046,Covent Garden,17660217,1766,2,17,The Double Mistake,mainpiece,67701,2544,K020909.000,5,The Double Mistake,508,Elizabeth Griffith,2,Comedy
33046,Covent Garden,17660217,1766,2,17,Midas,afterpiece,67702,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33047,Drury Lane,17660218,1766,2,18,Almena,mainpiece,67704,2526,NULL,NULL,Almena,483,Richard Rolt,1,Ballad Opera/Burletta/Opera
33047,Drury Lane,17660218,1766,2,18,A Fairy Tale,afterpiece,67705,2515,NULL,NULL,The Fairy Tale,497,"George Colman, the elder",4,Farce
33048,Covent Garden,17660218,1766,2,18,The Maid Of The Mill,mainpiece,67707,291,K039360.000,3,The Maid of the Mill,501,Isaac Bickerstaffe,2,Comedy
33048,Covent Garden,17660218,1766,2,18,The Apprentice,afterpiece,67708,2421,K064728.000,2,The Apprentice,486,Arthur Murphy,2,Comedy
33049,Covent Garden,17660219,1766,2,19,"Alexander's Feast, With Coronation Anthem",mainpiece,67710,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33050,Drury Lane,17660220,1766,2,20,The Clandestine Marriage,mainpiece,67712,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33051,Covent Garden,17660220,1766,2,20,Romeo And Juliet,mainpiece,67713,655,A11954,,Romeo and Juliet,10,William Shakespeare,13,Tragedy
33051,Covent Garden,17660220,1766,2,20,Midas,afterpiece,67714,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33053,Covent Garden,17660221,1766,2,21,Samson,mainpiece,67717,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33054,Drury Lane,17660222,1766,2,22,The Clandestine Marriage,mainpiece,67719,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33055,Covent Garden,17660222,1766,2,22,Love's Last Shift,mainpiece,67720,1311,A33143,5,"Love's Last Shift; or, The Fool in Fashion",198,Colley Cibber,2,Comedy
33055,Covent Garden,17660222,1766,2,22,Midas,afterpiece,67721,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33057,Drury Lane,17660224,1766,2,24,The Clandestine Marriage,mainpiece,67723,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33058,Covent Garden,17660224,1766,2,24,Julius Caesar,mainpiece,67724,887,A11954,,Julius Caesar,10,William Shakespeare,5,History
33058,Covent Garden,17660224,1766,2,24,Midas,afterpiece,67725,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33059,Drury Lane,17660225,1766,2,25,The Clandestine Marriage,mainpiece,67726,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33060,Covent Garden,17660225,1766,2,25,The Maid Of The Mill,mainpiece,67727,291,K039360.000,3,The Maid of the Mill,501,Isaac Bickerstaffe,2,Comedy
33060,Covent Garden,17660225,1766,2,25,The Upholsterer,afterpiece,67728,2451,K102914.000,2,The Upholsterer,486,Arthur Murphy,4,Farce
33063,Covent Garden,17660226,1766,2,26,"Acis And Galatea, Dryden's Ode",mainpiece,67732,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33064,Drury Lane,17660227,1766,2,27,The Clandestine Marriage,mainpiece,67734,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33065,Covent Garden,17660227,1766,2,27,A Bold Stroke For A Wife,mainpiece,67735,1616,K031892.000,5,A Bold Stroke for a Wife,222,Susanna Centlivre,2,Comedy
33065,Covent Garden,17660227,1766,2,27,Midas,afterpiece,67736,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33066,Covent Garden,17660228,1766,2,28,Judas Macchabaeus,mainpiece,67737,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33067,Drury Lane,17660301,1766,3,1,The Clandestine Marriage,mainpiece,67739,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33068,Covent Garden,17660301,1766,3,1,The Relapse,mainpiece,67740,1332,A65075,5,"The Relapse; or, Virtue in Danger",207,John Vanbrugh,NULL,NULL
33068,Covent Garden,17660301,1766,3,1,Midas,afterpiece,67741,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33070,Drury Lane,17660303,1766,3,3,The Clandestine Marriage,mainpiece,67743,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33071,Covent Garden,17660303,1766,3,3,Love In A Village,mainpiece,67744,2506,K002009.000,3,Love in a Village,501,Isaac Bickerstaffe,1,Ballad Opera/Burletta/Opera
33071,Covent Garden,17660303,1766,3,3,The Citizen,afterpiece,67745,31,K034431.000,2,The Citizen,486,Arthur Murphy,4,Farce
33072,Drury Lane,17660304,1766,3,4,The Clandestine Marriage,mainpiece,67747,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33073,Covent Garden,17660304,1766,3,4,King Lear,mainpiece,67748,1123,NULL,NULL,The History of King Lear,148,Nahum Tate,NULL,NULL
33073,Covent Garden,17660304,1766,3,4,Midas,afterpiece,67749,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33074,Covent Garden,17660305,1766,3,5,Israel In Egypt,mainpiece,67750,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33075,Drury Lane,17660306,1766,3,6,The Clandestine Marriage,mainpiece,67752,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33076,Covent Garden,17660306,1766,3,6,She Wou'd And She Wou'd Not,mainpiece,67753,1446,NULL,NULL,She Wou'd and She Wou'd Not,198,Colley Cibber,2,Comedy
33076,Covent Garden,17660306,1766,3,6,Midas,afterpiece,67754,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33078,Covent Garden,17660307,1766,3,7,Alexander's Feast,mainpiece,67756,1364,NULL,NULL,"Alexander's Feast; or, The Power of Musique",53,John Dryden,NULL,NULL
33079,Drury Lane,17660308,1766,3,8,The Clandestine Marriage,mainpiece,67758,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33080,Covent Garden,17660308,1766,3,8,Love Makes A Man,mainpiece,67759,1420,NULL,NULL,"Love Makes A Man: or, The Fop's Fortune",198,Colley Cibber,2,Comedy
33080,Covent Garden,17660308,1766,3,8,Midas,afterpiece,67760,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33082,Drury Lane,17660310,1766,3,10,The Clandestine Marriage,mainpiece,67762,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33083,Covent Garden,17660310,1766,3,10,King Richard III,mainpiece,67763,1403,NULL,NULL,The Tragical History of King Richard III,198,Colley Cibber,NULL,NULL
33083,Covent Garden,17660310,1766,3,10,Midas,afterpiece,67764,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33084,Drury Lane,17660311,1766,3,11,The Clandestine Marriage,mainpiece,67765,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33085,Covent Garden,17660311,1766,3,11,The Maid Of The Mill,mainpiece,67766,291,K039360.000,3,The Maid of the Mill,501,Isaac Bickerstaffe,2,Comedy
33085,Covent Garden,17660311,1766,3,11,The Apprentice,afterpiece,67767,2421,K064728.000,2,The Apprentice,486,Arthur Murphy,2,Comedy
33087,Covent Garden,17660312,1766,3,12,Samson,mainpiece,67770,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
33088,Drury Lane,17660313,1766,3,13,The Clandestine Marriage,mainpiece,67772,184,K034449.000,,The Clandestine Marriage,452,David Garrick,2,Comedy
33089,Covent Garden,17660313,1766,3,13,The Squire Of Alsatia,mainpiece,67773,1207,NULL,NULL,The Squire of Alsatia,82,Thomas Shadwell,NULL,NULL
33089,Covent Garden,17660313,1766,3,13,Midas,afterpiece,67774,2522,K048303.000,,Midas,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
33091,Covent Garden,17660314,1766,3,14,Judas Macchabaeus,mainpiece,67779,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
