EventId,Theatre,EventDate,Year,Month,Day,PerformanceTitle,PerformanceType,PerformanceId,WorkId,TCPId,ActCount,WorkTitle,AuthorId,AuthorName,TheatronomicsGenreId,TheatronomicsGenreLabel
36955,Drury Lane,17730315,1773,3,15,The West Indian,mainpiece,76836,2618,K021253.000,5,The West Indian,528,Richard Cumberland,2,Comedy
36955,Drury Lane,17730315,1773,3,15,The Pigmy Revels,afterpiece,76837,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
36956,Covent Garden,17730315,1773,3,15,"She Stoops To Conquor; Or, The Mistakes Of A Night",mainpiece,76838,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36956,Covent Garden,17730315,1773,3,15,Thomasand Sally,afterpiece,76839,290,K086734.000,,"Thomas and Sally; or, The Sailor's Return",501,Isaac Bickerstaffe,2,Comedy
36957,Drury Lane,17730316,1773,3,16,Alonzo,mainpiece,76840,2652,K035835.000,5,Alonzo,493,John Home,13,Tragedy
36957,Drury Lane,17730316,1773,3,16,The Pigmy Revels,afterpiece,76841,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
36958,Covent Garden,17730316,1773,3,16,She Stoops To Conquor,mainpiece,76842,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
36958,Covent Garden,17730316,1773,3,16,Daphne and Amintor,afterpiece,76843,2540,NULL,NULL,Daphne and Amintor,501,Isaac Bickerstaffe,2,Comedy
36960,Drury Lane,17730317,1773,3,17,Alexander Balus; Judas Maccabeus,mainpiece,76846,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36961,Covent Garden,17730317,1773,3,17,Samson,mainpiece,76848,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36963,Drury Lane,17730318,1773,3,18,The Beggar's Opera,mainpiece,76851,298,K016442.000,3,The Beggar's Opera,269,John Gay,2,Comedy
36963,Drury Lane,17730318,1773,3,18,Harlequin's Invasion,afterpiece,76852,102,NULL,NULL,"Harlequin's Invasion; or, A Christmas Gambol",452,David Garrick,9,Pantomime
36964,Covent Garden,17730318,1773,3,18,She Stoops To Conquor,mainpiece,76854,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
36964,Covent Garden,17730318,1773,3,18,The Englishman in Paris,afterpiece,76855,2385,NULL,NULL,The Englishman in Paris,465,Samuel Foote,NULL,NULL
36966,Drury Lane,17730319,1773,3,19,Judas Maccabaeus,mainpiece,76859,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36967,Covent Garden,17730319,1773,3,19,A Pasticio With Concertos,mainpiece,76861,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36969,Drury Lane,17730320,1773,3,20,The Grecian Daughter,mainpiece,76865,2635,K010938.000,5,The Grecian Daughter,486,Arthur Murphy,13,Tragedy
36969,Drury Lane,17730320,1773,3,20,A Peep behind the Curtain,afterpiece,76866,108,K042231.000,2,"A Peep Behind the Curtain; or, The New Rehearsal",452,David Garrick,4,Farce
36970,Covent Garden,17730320,1773,3,20,"Amphitryon; Or, The Two Sosias",mainpiece,76868,1240,A36595,,"Amphitryon; or, The Two Sosias",53,John Dryden,2,Comedy
36970,Covent Garden,17730320,1773,3,20,Harlequin Sorcerer,afterpiece,76869,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
36972,Drury Lane,17730322,1773,3,22,Alonzo,mainpiece,76873,2652,K035835.000,5,Alonzo,493,John Home,13,Tragedy
36972,Drury Lane,17730322,1773,3,22,The Wedding Ring,afterpiece,76874,2649,K047355.000,2,The Wedding Ring,538,Charles Dibdin,2,Comedy
36973,Covent Garden,17730322,1773,3,22,Macbeth,mainpiece,76875,731,A59503,5,Macbeth,13,Sir William Davenant,13,Tragedy
36973,Covent Garden,17730322,1773,3,22,The Padlock,afterpiece,76876,68,K005732.000,2,The Padlock,501,Isaac Bickerstaffe,2,Comedy
36974,Drury Lane,17730323,1773,3,23,The Double Dealer,mainpiece,76878,1282,K121177.000,5,The Double Dealer,187,William Congreve,2,Comedy
36974,Drury Lane,17730323,1773,3,23,The Deuce Is in Him,afterpiece,76879,2514,NULL,NULL,The Deuce is in Him,497,"George Colman, the elder",2,Comedy
36975,Covent Garden,17730323,1773,3,23,King Henry VIII,mainpiece,76881,1012,A11954,,Henry VIII,10,William Shakespeare,NULL,NULL
36975,Covent Garden,17730323,1773,3,23,Cross Purposes,afterpiece,76882,2644,K036679.000,2,Cross Purposes,536,William O'Brien,4,Farce
36977,Drury Lane,17730324,1773,3,24,Acis And Galatea With Dryden's Ode,mainpiece,76888,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36978,Covent Garden,17730324,1773,3,24,A Pasticio With Concertos,mainpiece,76890,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36980,Drury Lane,17730325,1773,3,25,Venice Preserv'd,mainpiece,76894,1146,A53535,5,"Venice Preserv'd; or, A Plot Discover'd",135,Thomas Otway,13,Tragedy
36980,Drury Lane,17730325,1773,3,25,A Peep behind the Curtain,afterpiece,76895,108,K042231.000,2,"A Peep Behind the Curtain; or, The New Rehearsal",452,David Garrick,4,Farce
36981,Covent Garden,17730325,1773,3,25,She Stoops To Conquor,mainpiece,76898,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
36981,Covent Garden,17730325,1773,3,25,Daphne and Amintor,afterpiece,76899,2540,NULL,NULL,Daphne and Amintor,501,Isaac Bickerstaffe,2,Comedy
36982,Drury Lane,17730326,1773,3,26,Samson; Judas Maccabaeus,mainpiece,76900,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36983,Covent Garden,17730326,1773,3,26,The Death Of Abel; Judith,mainpiece,76902,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36985,Drury Lane,17730327,1773,3,27,The Gamesters,mainpiece,76906,2442,NULL,NULL,The Gamesters,452,David Garrick,2,Comedy
36985,Drury Lane,17730327,1773,3,27,The Frenchified Lady Never in Paris,afterpiece,76907,279,NULL,NULL,The Frenchified Lady Never in Paris,924,Henry Dell,2,Comedy
36986,Covent Garden,17730327,1773,3,27,Artaxerxes,mainpiece,76909,1841,NULL,NULL,Artaxerxes,263,Apostolo Zeno,NULL,NULL
36986,Covent Garden,17730327,1773,3,27,The Devil to Pay,afterpiece,76910,2041,NULL,NULL,"The Devil to Pay; or, The Wives Metamorphos'd",391,Charles Coffey,1,Ballad Opera/Burletta/Opera
36988,Drury Lane,17730329,1773,3,29,The Grecian Daughter,mainpiece,76916,2635,K010938.000,5,The Grecian Daughter,486,Arthur Murphy,13,Tragedy
36988,Drury Lane,17730329,1773,3,29,The Chaplet,afterpiece,76917,403,K056299.000,,The Chaplet,460,Moses Mendez,10,Pastoral
36989,Covent Garden,17730329,1773,3,29,Love In A Village,mainpiece,76919,2506,K002009.000,3,Love in a Village,501,Isaac Bickerstaffe,1,Ballad Opera/Burletta/Opera
36989,Covent Garden,17730329,1773,3,29,Harlequin Sorcerer,afterpiece,76920,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
36990,Drury Lane,17730330,1773,3,30,The Jealous Wife,mainpiece,76922,2488,NULL,NULL,The Jealous Wife,497,"George Colman, the elder",2,Comedy
36990,Drury Lane,17730330,1773,3,30,Like Master Like Man,afterpiece,76923,531,NULL,NULL,Like Master Like Man,652,Thomas Ryder,4,Farce
36991,Covent Garden,17730330,1773,3,30,"The Rival Queens; Or, The Death Of Alexander The Great",mainpiece,76925,1045,A49935,5,"The Rival Queens; or, The Death of Alexander the Great",130,Nathaniel Lee,13,Tragedy
36991,Covent Garden,17730330,1773,3,30,The Padlock,afterpiece,76926,68,K005732.000,2,The Padlock,501,Isaac Bickerstaffe,2,Comedy
36993,Drury Lane,17730331,1773,3,31,The Messiah; Judas Maccabaeus,mainpiece,76930,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
36994,Covent Garden,17730331,1773,3,31,The Messiah,mainpiece,76931,3728,NULL,NULL,The Messiah,226,George Frideric Handel,NULL,NULL
36996,Drury Lane,17730401,1773,4,1,Twelfth Night,mainpiece,76935,641,A11954,,Twelfth Night,10,William Shakespeare,2,Comedy
36996,Drury Lane,17730401,1773,4,1,Catharine and Petruchio,afterpiece,76936,2423,K033495.000,3,Catherine and Petruchio,452,David Garrick,4,Farce
36997,Covent Garden,17730401,1773,4,1,She Stoops To Conquor,mainpiece,76938,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
36997,Covent Garden,17730401,1773,4,1,The Padlock,afterpiece,76939,68,K005732.000,2,The Padlock,501,Isaac Bickerstaffe,2,Comedy
36999,Drury Lane,17730402,1773,4,2,The Messiah,mainpiece,76942,3728,NULL,NULL,The Messiah,226,George Frideric Handel,NULL,NULL
37000,Covent Garden,17730402,1773,4,2,The Messiah,mainpiece,76943,3728,NULL,NULL,The Messiah,226,George Frideric Handel,NULL,NULL
37002,Drury Lane,17730403,1773,4,3,Merope,mainpiece,76946,2024,NULL,NULL,Merope,372,George Jeffreys,NULL,NULL
37002,Drury Lane,17730403,1773,4,3,The Intriguing Chambermaid,afterpiece,76947,2122,NULL,NULL,The Intriguing Chambermaid ,382,Henry Fielding,4,Farce
37003,Covent Garden,17730403,1773,4,3,Timanthes,mainpiece,76949,2603,K021515.000,5,Timanthes,523,John Hoole,13,Tragedy
37003,Covent Garden,17730403,1773,4,3,Man and Wife,afterpiece,76950,2597,NULL,NULL,"Man and Wife; or, The Shakespeare Jubilee",null,ull],2,Comedy
37005,Drury Lane,17730412,1773,4,12,The Grecian Daughter,mainpiece,76954,2635,K010938.000,5,The Grecian Daughter,486,Arthur Murphy,13,Tragedy
37005,Drury Lane,17730412,1773,4,12,High Life below Stairs,afterpiece,76955,316,K096840.000,2,High Life Below Stairs,509,James Townley,4,Farce
37006,Covent Garden,17730412,1773,4,12,She Stoops To Conquor,mainpiece,76957,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
37006,Covent Garden,17730412,1773,4,12,The Apprentice,afterpiece,76958,2421,K064728.000,2,The Apprentice,486,Arthur Murphy,2,Comedy
37008,Drury Lane,17730413,1773,4,13,The Fashionable Lover,mainpiece,76960,2633,NULL,NULL,The Fashionable Lover,528,Richard Cumberland,2,Comedy
37008,Drury Lane,17730413,1773,4,13,The Intriguing Chambermaid,afterpiece,76961,2122,NULL,NULL,The Intriguing Chambermaid ,382,Henry Fielding,4,Farce
37009,Covent Garden,17730413,1773,4,13,The Maid Of The Mill,mainpiece,76964,291,K039360.000,3,The Maid of the Mill,501,Isaac Bickerstaffe,2,Comedy
37009,Covent Garden,17730413,1773,4,13,The Deuce Is in Him,afterpiece,76965,2514,NULL,NULL,The Deuce is in Him,497,"George Colman, the elder",2,Comedy
37011,Drury Lane,17730414,1773,4,14,The Double Dealer,mainpiece,76969,1282,K121177.000,5,The Double Dealer,187,William Congreve,2,Comedy
37011,Drury Lane,17730414,1773,4,14,The Wedding Ring,afterpiece,76970,2649,K047355.000,2,The Wedding Ring,538,Charles Dibdin,2,Comedy
37012,Covent Garden,17730414,1773,4,14,Artaxerxes,mainpiece,76972,1841,NULL,NULL,Artaxerxes,263,Apostolo Zeno,NULL,NULL
37012,Covent Garden,17730414,1773,4,14,The Englishman in Paris,afterpiece,76973,2385,NULL,NULL,The Englishman in Paris,465,Samuel Foote,NULL,NULL
37014,Drury Lane,17730415,1773,4,15,The West Indian,mainpiece,76976,2618,K021253.000,5,The West Indian,528,Richard Cumberland,2,Comedy
37014,Drury Lane,17730415,1773,4,15,Miss in Her Teens,afterpiece,76977,96,K120041.000,2,Miss in her Teens,452,David Garrick,2,Comedy
37015,Covent Garden,17730415,1773,4,15,She Stoops To Conquor,mainpiece,76980,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
37015,Covent Garden,17730415,1773,4,15,Comus,afterpiece,76981,188,NULL,NULL,Comus,497,"George Colman, the elder",8,Occasional
37016,Drury Lane,17730416,1773,4,16,False Delicacy,mainpiece,76982,288,K025325.000,5,False Delicacy,529,Hugh Kelly,2,Comedy
37016,Drury Lane,17730416,1773,4,16,The Register Office,afterpiece,76983,2492,K008041.000,2,The Register Office,494,Joseph Reed,2,Comedy
37017,Covent Garden,17730416,1773,4,16,"The Albion Queens; Or, The Death Of Mary Queen Of Scots",mainpiece,76985,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
37017,Covent Garden,17730416,1773,4,16,A Trip to Scotland,afterpiece,76986,2600,NULL,NULL,A Trip to Scotland,473,William Whitehead,4,Farce
37018,Drury Lane,17730417,1773,4,17,The Stratagem,mainpiece,76989,1503,NULL,NULL,The Stratagem,214,George Farquhar,2,Comedy
37018,Drury Lane,17730417,1773,4,17,The Tobacconist,afterpiece,76990,155,K092930.000,2,The Tobacconist,526,Francis Gentleman,2,Comedy
37019,Covent Garden,17730417,1773,4,17,The Merchant Of Venice,mainpiece,76992,878,A11954,,The Merchant of Venice,10,William Shakespeare,2,Comedy
37019,Covent Garden,17730417,1773,4,17,Love-a-La-Mode,afterpiece,76993,2469,A60974,5,Love a-la-mode,462,Charles Macklin,2,Comedy
37021,Drury Lane,17730419,1773,4,19,As You Like It,mainpiece,76997,879,A11954,,As You Like It,10,William Shakespeare,2,Comedy
37021,Drury Lane,17730419,1773,4,19,Harlequin's Invasion,afterpiece,76998,102,NULL,NULL,"Harlequin's Invasion; or, A Christmas Gambol",452,David Garrick,9,Pantomime
37022,Covent Garden,17730419,1773,4,19,The Earl Of Warwick,mainpiece,77001,2553,K056360.000,5,The Earl of Warwick,null,ull],13,Tragedy
37022,Covent Garden,17730419,1773,4,19,Man and Wife,afterpiece,77002,2597,NULL,NULL,"Man and Wife; or, The Shakespeare Jubilee",null,ull],2,Comedy
37025,Drury Lane,17730420,1773,4,20,Cymon,mainpiece,77007,2554,K036735.000,5,Cymon,452,David Garrick,11,Romance
37025,Drury Lane,17730420,1773,4,20,The Padlock,afterpiece,77008,68,K005732.000,2,The Padlock,501,Isaac Bickerstaffe,2,Comedy
37026,Covent Garden,17730420,1773,4,20,Macbeth,mainpiece,77009,731,A59503,5,Macbeth,13,Sir William Davenant,13,Tragedy
37026,Covent Garden,17730420,1773,4,20,The Country Madcap,afterpiece,77010,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
37028,Drury Lane,17730421,1773,4,21,The Chances,mainpiece,77014,608,A27178,,The Chances,5,John Fletcher,2,Comedy
37028,Drury Lane,17730421,1773,4,21,A Trip to Scotland,afterpiece,77015,2600,NULL,NULL,A Trip to Scotland,473,William Whitehead,4,Farce
37029,Covent Garden,17730421,1773,4,21,"The Rival Queens; Or, The Death Of Alexander The Great",mainpiece,77016,1045,A49935,5,"The Rival Queens; or, The Death of Alexander the Great",130,Nathaniel Lee,13,Tragedy
37029,Covent Garden,17730421,1773,4,21,Harlequin Sorcerer,afterpiece,77017,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
37031,Drury Lane,17730422,1773,4,22,The Way To Keep Him,mainpiece,77020,2472,K020295.000,3,The Way to Keep Him,486,Arthur Murphy,2,Comedy
37031,Drury Lane,17730422,1773,4,22,The Author,afterpiece,77021,2437,NULL,NULL,The Author,465,Samuel Foote,4,Farce
37032,Covent Garden,17730422,1773,4,22,She Stoops To Conquor,mainpiece,77023,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
37032,Covent Garden,17730422,1773,4,22,The Golden Pippin,afterpiece,77024,2650,K037447.000,3,The Golden Pippin,506,Kane O'Hara,1,Ballad Opera/Burletta/Opera
37033,Drury Lane,17730423,1773,4,23,The Countess Of Salisbury,mainpiece,77025,265,K036554.000,5,The Countess of Salisbury,934,Hall Hartson,13,Tragedy
37033,Drury Lane,17730423,1773,4,23,The Male Coquette,afterpiece,77026,99,NULL,NULL,"The Modern Fine Gentleman; or, 1757",452,David Garrick,2,Comedy
37034,Covent Garden,17730423,1773,4,23,"The Funeral; Or, Grief A La Mode",mainpiece,77028,1435,NULL,NULL,"The Funeral, or, Grief a la Mode",236,Richard Steele,2,Comedy
37034,Covent Garden,17730423,1773,4,23,The Contrivances,afterpiece,77029,1578,K036466.000,0,"The Contrivances; or, More Ways Than One",275,Henry Carey,4,Farce
37036,Drury Lane,17730424,1773,4,24,Merope,mainpiece,77033,2024,NULL,NULL,Merope,372,George Jeffreys,NULL,NULL
37036,Drury Lane,17730424,1773,4,24,The Elopement,afterpiece,77034,2510,NULL,NULL,The Elopement,416,William Havard,4,Farce
37037,Covent Garden,17730424,1773,4,24,The Provok'd Husband,mainpiece,77036,1944,NULL,NULL,"The Provok'd Husband; or, A Journey to London",207,John Vanbrugh,2,Comedy
37037,Covent Garden,17730424,1773,4,24,The Padlock,afterpiece,77037,68,K005732.000,2,The Padlock,501,Isaac Bickerstaffe,2,Comedy
37039,Drury Lane,17730426,1773,4,26,The Chances,mainpiece,77043,608,A27178,,The Chances,5,John Fletcher,2,Comedy
37039,Drury Lane,17730426,1773,4,26,The Padlock,afterpiece,77044,68,K005732.000,2,The Padlock,501,Isaac Bickerstaffe,2,Comedy
37040,Covent Garden,17730426,1773,4,26,Love In A Village,mainpiece,77045,2506,K002009.000,3,Love in a Village,501,Isaac Bickerstaffe,1,Ballad Opera/Burletta/Opera
37040,Covent Garden,17730426,1773,4,26,Man and Wife,afterpiece,77046,2597,NULL,NULL,"Man and Wife; or, The Shakespeare Jubilee",null,ull],2,Comedy
37041,Drury Lane,17730427,1773,4,27,The Earl Of Essex,mainpiece,77048,87,K081022.000,5,The Earl of Essex,477,Henry Jones,5,History
37041,Drury Lane,17730427,1773,4,27,Harlequin's Invasion,afterpiece,77049,102,NULL,NULL,"Harlequin's Invasion; or, A Christmas Gambol",452,David Garrick,9,Pantomime
37042,Covent Garden,17730427,1773,4,27,"King Henry Iv, Part Ii",mainpiece,77052,882,A11954,,"Henry ye Fourth, Part II",10,William Shakespeare,5,History
37042,Covent Garden,17730427,1773,4,27,The Man of Quality,afterpiece,77053,2655,NULL,NULL,The Man of Quality,511,John Lee,2,Comedy
37044,Drury Lane,17730428,1773,4,28,King Arthur,mainpiece,77057,2614,K033787.000,5,"King Arthur; or, The British Worthy",452,David Garrick,8,Occasional
37044,Drury Lane,17730428,1773,4,28,Like Master Like Man,afterpiece,77058,531,NULL,NULL,Like Master Like Man,652,Thomas Ryder,4,Farce
37045,Covent Garden,17730428,1773,4,28,"All For Love; Or, The World Well Lost",mainpiece,77060,1064,A36592,5,"All for Love; or, The World Well Lost",53,John Dryden,13,Tragedy
37045,Covent Garden,17730428,1773,4,28,The Padlock,afterpiece,77061,68,K005732.000,2,The Padlock,501,Isaac Bickerstaffe,2,Comedy
37046,Drury Lane,17730429,1773,4,29,Othello,mainpiece,77063,597,A11954,,Othello,10,William Shakespeare,13,Tragedy
37046,Drury Lane,17730429,1773,4,29,The Irish Widow,afterpiece,77064,2640,K038439.000,2,The Irish Widow,452,David Garrick,4,Farce
37047,Covent Garden,17730429,1773,4,29,She Stoops To Conquor,mainpiece,77066,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
37047,Covent Garden,17730429,1773,4,29,Daphne and Amintor,afterpiece,77067,2540,NULL,NULL,Daphne and Amintor,501,Isaac Bickerstaffe,2,Comedy
37049,Drury Lane,17730430,1773,4,30,The Plain Dealer,mainpiece,77070,1037,A67202,5,The Plain Dealer,109,William Wycherley,2,Comedy
37049,Drury Lane,17730430,1773,4,30,The Male Coquette,afterpiece,77071,99,NULL,NULL,"The Modern Fine Gentleman; or, 1757",452,David Garrick,2,Comedy
37050,Covent Garden,17730430,1773,4,30,Artaxerxes,mainpiece,77073,1841,NULL,NULL,Artaxerxes,263,Apostolo Zeno,NULL,NULL
37050,Covent Garden,17730430,1773,4,30,Man and Wife,afterpiece,77074,2597,NULL,NULL,"Man and Wife; or, The Shakespeare Jubilee",null,ull],2,Comedy
37052,Drury Lane,17730501,1773,5,1,The Beggar's Opera,mainpiece,77077,298,K016442.000,3,The Beggar's Opera,269,John Gay,2,Comedy
37052,Drury Lane,17730501,1773,5,1,The Minor,afterpiece,77078,2480,NULL,NULL,The Minor,465,Samuel Foote,2,Comedy
37053,Covent Garden,17730501,1773,5,1,"Henry The Second; Or, The Fall Of Rosamond",mainpiece,77080,2656,K020296.000,5,"Henry the Second; or, The Fall of Rosamond",500,Thomas Hull,13,Tragedy
37053,Covent Garden,17730501,1773,5,1,The Citizen,afterpiece,77081,31,K034431.000,2,The Citizen,486,Arthur Murphy,4,Farce
37055,Drury Lane,17730503,1773,5,3,The School For Fathers,mainpiece,77085,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
37055,Drury Lane,17730503,1773,5,3,Harlequin's Invasion,afterpiece,77086,102,NULL,NULL,"Harlequin's Invasion; or, A Christmas Gambol",452,David Garrick,9,Pantomime
37056,Covent Garden,17730503,1773,5,3,The Good Natured Man,mainpiece,77087,2574,K007102.000,,The Good-Natured Man,520,Oliver Goldsmith,2,Comedy
37056,Covent Garden,17730503,1773,5,3,Man and Wife,afterpiece,77088,2597,NULL,NULL,"Man and Wife; or, The Shakespeare Jubilee",null,ull],2,Comedy
37058,Drury Lane,17730504,1773,5,4,The Fair Penitent,mainpiece,77093,1457,K109300.000,5,The Fair Penitent,230,Nicholas Rowe,13,Tragedy
37058,Drury Lane,17730504,1773,5,4,The Elopement,afterpiece,77094,2510,NULL,NULL,The Elopement,416,William Havard,4,Farce
37059,Covent Garden,17730504,1773,5,4,Julius Caesar,mainpiece,77096,887,A11954,,Julius Caesar,10,William Shakespeare,5,History
37059,Covent Garden,17730504,1773,5,4,The Upholsterer,afterpiece,77097,2451,K102914.000,2,The Upholsterer,486,Arthur Murphy,4,Farce
37060,Drury Lane,17730505,1773,5,5,The Chances,mainpiece,77099,608,A27178,,The Chances,5,John Fletcher,2,Comedy
37060,Drury Lane,17730505,1773,5,5,The Wedding Ring,afterpiece,77100,2649,K047355.000,2,The Wedding Ring,538,Charles Dibdin,2,Comedy
37061,Covent Garden,17730505,1773,5,5,She Stoops To Conquor,mainpiece,77102,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
37061,Covent Garden,17730505,1773,5,5,Harlequin Sorcerer,afterpiece,77103,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
37063,Drury Lane,17730506,1773,5,6,Philaster,mainpiece,77107,186,NULL,NULL,Philaster,497,"George Colman, the elder",16,Tragicomedy
37063,Drury Lane,17730506,1773,5,6,A Peep behind the Curtain,afterpiece,77108,108,K042231.000,2,"A Peep Behind the Curtain; or, The New Rehearsal",452,David Garrick,4,Farce
37064,Covent Garden,17730506,1773,5,6,Love For Love,mainpiece,77110,1295,A34302,5,Love for Love,187,William Congreve,2,Comedy
37064,Covent Garden,17730506,1773,5,6,Harlequin Sorcerer,afterpiece,77111,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
37066,Drury Lane,17730507,1773,5,7,The West Indian,mainpiece,77116,2618,K021253.000,5,The West Indian,528,Richard Cumberland,2,Comedy
37066,Drury Lane,17730507,1773,5,7,Harlequin's Invasion,afterpiece,77117,102,NULL,NULL,"Harlequin's Invasion; or, A Christmas Gambol",452,David Garrick,9,Pantomime
37067,Covent Garden,17730507,1773,5,7,Lady Jane Grey,mainpiece,77118,NULL,NULL,NULL,NULL,null,ull],NULL,NULL
37067,Covent Garden,17730507,1773,5,7,Harlequin Sorcerer,afterpiece,77119,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
37068,Drury Lane,17730508,1773,5,8,The Committee,mainpiece,77121,684,A44646,,The Committee,6,Sir Robert Howard,NULL,NULL
37068,Drury Lane,17730508,1773,5,8,The Elopement,afterpiece,77122,2510,NULL,NULL,The Elopement,416,William Havard,4,Farce
37069,Covent Garden,17730508,1773,5,8,King Lear,mainpiece,77124,1123,NULL,NULL,The History of King Lear,148,Nahum Tate,NULL,NULL
37069,Covent Garden,17730508,1773,5,8,The Grumbler,afterpiece,77125,2403,NULL,NULL,The Grumbler,null,ull],2,Comedy
37071,Drury Lane,17730510,1773,5,10,Macbeth,mainpiece,77130,731,A59503,5,Macbeth,13,Sir William Davenant,13,Tragedy
37071,Drury Lane,17730510,1773,5,10,Like Master Like Man,afterpiece,77131,531,NULL,NULL,Like Master Like Man,652,Thomas Ryder,4,Farce
37072,Covent Garden,17730510,1773,5,10,Macbeth,mainpiece,77133,731,A59503,5,Macbeth,13,Sir William Davenant,13,Tragedy
37072,Covent Garden,17730510,1773,5,10,The Musical Lady,afterpiece,77134,185,NULL,NULL,The Musical Lady,497,"George Colman, the elder",4,Farce
37073,Drury Lane,17730511,1773,5,11,The Mourning Bride,mainpiece,77137,1340,A34306,5,The Mourning Bride,187,William Congreve,13,Tragedy
37073,Drury Lane,17730511,1773,5,11,The Minor,afterpiece,77138,2480,NULL,NULL,The Minor,465,Samuel Foote,2,Comedy
37074,Covent Garden,17730511,1773,5,11,The Rival Queens,mainpiece,77140,1045,A49935,5,"The Rival Queens; or, The Death of Alexander the Great",130,Nathaniel Lee,13,Tragedy
37074,Covent Garden,17730511,1773,5,11,The Englishman in Paris,afterpiece,77142,2385,NULL,NULL,The Englishman in Paris,465,Samuel Foote,NULL,NULL
37076,Drury Lane,17730512,1773,5,12,The Tempest,mainpiece,77145,98,K046085.000,3,The Tempest,766,J.C. Foote,16,Tragicomedy
37076,Drury Lane,17730512,1773,5,12,Harlequin's Invasion,afterpiece,77146,102,NULL,NULL,"Harlequin's Invasion; or, A Christmas Gambol",452,David Garrick,9,Pantomime
37077,Covent Garden,17730512,1773,5,12,The Maid Of The Mill,mainpiece,77149,291,K039360.000,3,The Maid of the Mill,501,Isaac Bickerstaffe,2,Comedy
37077,Covent Garden,17730512,1773,5,12,Harlequin Sorcerer,afterpiece,77150,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
37078,Drury Lane,17730513,1773,5,13,Tancred And Sigismunda,mainpiece,77153,2317,K046052.000,5,Tancred and Sigismunda,397,James Thomson,13,Tragedy
37078,Drury Lane,17730513,1773,5,13,The Lottery,afterpiece,77154,1956,NULL,NULL,The Lottery,null,ull],1,Ballad Opera/Burletta/Opera
37079,Covent Garden,17730513,1773,5,13,She Stoops To Conquor,mainpiece,77157,2653,K020903.000,5,"She Stoops to Conquer; or, The Mistakes of a Night",520,Oliver Goldsmith,2,Comedy
37079,Covent Garden,17730513,1773,5,13,Harlequin Sorcerer,afterpiece,77158,2647,NULL,NULL,"The Pigmy Revels; or, Harlequin Foundling",537,Messinks,9,Pantomime
37080,Drury Lane,17730514,1773,5,14,Tamerlane,mainpiece,77159,150,NULL,NULL,Tamerlane ,268,Francesco Gasparini,NULL,NULL
37080,Drury Lane,17730514,1773,5,14,A Trip to Scotland,afterpiece,77160,2600,NULL,NULL,A Trip to Scotland,473,William Whitehead,4,Farce
37081,Covent Garden,17730514,1773,5,14,Jane Shore,mainpiece,77162,1562,NULL,NULL,The Tragedy of Jane Shore,230,Nicholas Rowe,13,Tragedy
37081,Covent Garden,17730514,1773,5,14,Man and Wife,afterpiece,77163,2597,NULL,NULL,"Man and Wife; or, The Shakespeare Jubilee",null,ull],2,Comedy
