date,playTitle,authorName,originalTitle,originalAuthorName
1764-09-25,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1764-09-25,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1764-09-26,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1764-09-26,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan",,
1764-09-27,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1764-09-27,Duifje en Snaphaan,"Fornenbergh, Jan Baptist van",,
1764-09-28,Pefroen met 'et schaapshooft,"Vincent, Ysbrand","Lubin, ou le sot vange","Poisson, Raymond"
1764-09-28,"De stantvastige Genoveva, ofte Herstelde onnooselheyt. Bly-eyndend-treurspel","Wouthers, Anthoon Frans","Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1764-09-29,"Childerik, treurspel","Neufville, Christina Leonora de",Childeric,"Morand, Pierre de"
1764-09-29,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1764-10-01,"Krispyn, barbier, dansmeester, pagie, en graaf; kluchtspel","Krook, Enoch",,
1764-10-01,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1764-10-02,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1764-10-02,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter",,
1764-10-03,"Spaensche heidin, a.k.a. Het leven van Konstance [by Matt. Tengnagel]","Tengnagel, Mattheus Gansneb",La gitanilla de Madrid,"Cervantes y Saavedra, Miguel de"
1764-10-03,Haat en nydt,"Ogier, Willem",,
1764-10-04,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1764-10-04,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1764-10-05,Het Leidsche studentenleeven. Kluchtig blyspel,"Mauricius, Johan Jacob",,
1764-10-05,De beklaaglyke dwang,"Vos, Isaac",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1764-10-06,Melanide,"Hooff, Nicolaas Willem op den",Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1764-10-08,"De waarzegster, blyspel","Hoeven, Emanuel van der",La devineresse,"Corneille, Thomas"
1764-10-08,"De moetwillige bootsgezel, kluchtspel","Sammers, Jacob",De Gramschap,"Ogier, Willem"
1764-10-09,"De waarzegster, blyspel","Hoeven, Emanuel van der",La devineresse,"Corneille, Thomas"
1764-10-09,Broershert,"Leeuw, Adriaan Bastiaansz de",,
1764-10-10,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1764-10-10,"De verwarde jalousy, bly-spel","Focquenbroch, Willem Godschalk van","Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1764-10-11,Den grooten Bellizarius,"Grieck, Claude de","Le Bélisaire, tragédie","Rotrou, Jean"
1764-10-11,De dwarsdrijfster. Kluchtig blijspel.,"Huybert van Kruiningen, Pieter Anthony de",L'esprit de contradiction,"Rivière-Dufresny, Charles"
1764-10-13,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1764-10-15,"Sigismundus, prince van Polen, of 't Leven is een droom. Bly-eyndigh treur-spel","Schouwenbergh, NN",La vida es sueño,"Calderón de la Barca, Pedro"
1764-10-16,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas",,
1764-10-18,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1764-10-18,De dood van Cesar; treurspel [by Voordaagh],"Voordaagh, Jacob",La mort de César [by Voltaire],Voltaire
1764-10-20,"Brutus, treurspel [by Feitama]","Feitama, Sybrand","Le Brutus, tragédie",Voltaire
1764-10-22,De ingebeelde zieke. Blyspél,Nil Volentibus Arduum group,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1764-10-22,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van",,
1764-10-23,"Gabinia, treurspel","Feitama, Sybrand","Gabinie, tragedie chretienne","Brueys, David Augustin de"
1764-10-29,Lucius Junius Brutus grondlegger der roomsche vrijheid. Treurspel.,"Bruin, Claas",,
1764-10-30,"Pyrrhus, treurspel","Feitama, Sybrand","Pyrrhus, tragedie","Crébillon, Prosper Jolyot de"
1764-11-05,"De deugdzame hoveling, treurspel","Bruin, Claas",,
1764-11-05,De belachchelyke hoofsche juffers,"Lacroix, Pieter de",Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1764-11-10,"Blindemannetje, kluchtspel","Coningh, T. de",Colin maillard,"Dancourt, Florent Carton"
1764-11-10,"De Heracliden, treurspel","Lutkeman, Jacob","Les Héraclides, tragédie","Marmontel, Jean François"
1764-11-12,"Jan Klaaz. of gewaande dienstmaagt, blijspel","Asselijn, Thomas",,
1764-11-12,"Krispyn, testateur en gelegateerde, of De erfgenaam door list; blyspel","Lochem, Hermanus van",Le légataire universel,"Regnard, Jean François"
1764-11-17,"Brittannicus, treurspel","Canjoncle, Johannes de","Britannicus, tragédie","Racine, Jean"
1764-11-17,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1764-11-19,"Don Louis de Vargas, of Edelmoedige wraek","Heynck, Dirk Pietersz",El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1764-11-19,De Mansmoer,"Haps, Pieter Willem van",,
1764-11-24,Demophontes; treurspel,"Westerwijk, Gerard (Vertaler)",Demofoonte,"Metastasio, Pietro"
1764-11-24,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den",,
1764-11-26,De woekeraar edelman; kluchtspel,"Japin, Jean","L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1764-11-26,"Sophonisba, treurspel","Haps, Pieter Willem van",,
1764-12-01,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter",,
1764-12-01,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1764-12-03,De Schermerhornsche vrijstermarkt,"Schroder, Johannes",,
1764-12-03,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter",,
1764-12-08,Het onbesturven' weeuwtje. Kluchtig blijspel,"Huybert van Kruiningen, Pieter Anthony de",Le mari retrouvé. Comédie,"Dancourt, Florent Carton"
1764-12-08,"Romulus, treurspel","Tijsens, Gijsbert","Romulus, tragedie","La Motte, Antoine Houdar de"
1764-12-10,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1764-12-10,"Kluchtspel van het gedwongen houwelyck, of mariage forcè.","Pels, Andries",Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1764-12-15,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1764-12-15,"De verkwister, of De eerlyke bedriegster; blyspel","Regtering, Hendrik Willem","Le Dissipateur, ou l'honnête friponne, comédie","Destouches, (ps. Philippe Néricault)"
1764-12-17,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Regnard, Jean François"
1764-12-17,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert",,
1764-12-22,Sabinus en Eponina; treurspel,"Haverkamp, Johannes","Sabinus et Éponine, tragédie","Richer, Henri"
1764-12-22,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1764-12-24,Gysbreght van Aemstel,"Vondel, Joost van den",,
1764-12-24,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1764-12-31,Gysbreght van Aemstel,"Vondel, Joost van den",,
1764-12-31,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-07,Gysbreght van Aemstel,"Vondel, Joost van den",,
1765-01-07,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-12,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-12,Gysbreght van Aemstel,"Vondel, Joost van den",,
1765-01-14,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-14,Gysbreght van Aemstel,"Vondel, Joost van den",,
1765-01-19,Krispyn dragonder; kluchtspel,"Rijk, Frans","La Dragone ou Merlin dragon, comedie",Desmarres
1765-01-19,"Sesostris, koning van Egipte, treurspel","Mauricius, Johan Jacob",Amasis. Tragedie,"Lagrange Chancel, François Joseph de"
1765-01-21,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-21,Gysbreght van Aemstel,"Vondel, Joost van den",,
1765-01-26,"Agrippa, koning van Alba; anders, De gewaande Tiberinus. Treurspel [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"Agrippa, roy d'Albe, ou le faux Tibérinus","Quinault, Philippe"
1765-01-26,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"Dancourt, Florent Carton"
1765-01-28,Oratyn en Maskariljas of Den ontydigen Loskop,"Dullaart, Joan",L’Étourdi ou les Contretemps,"Molière (ps. Poquelin, Jean Baptiste)"
1765-01-28,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas",,
1765-02-02,De bedrogen officier,"Elvervelt, Henrik van",Diderik Menschenskræk,"Holberg, Ludvig"
1765-02-02,"Ferdinand Cortez, overwinnaar van Mexico; treurspel","Nomsz, Johannes","Fernand Cortez, tragédie","Piron, Alexis"
1765-02-04,De lastigheid der rykdommen; blyspel,"Japin, Jean","L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1765-02-04,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1765-02-09,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1765-02-09,"Rodogune, prinsesse der Parthen [by F. Rijk]","Rijk, Frans","Rodogune, princesse des Parthes","Corneille, Pierre"
1765-02-11,De graaf van Warwick; treurspel,"Elvervelt, Henrik van","Le comte de Warwick , tragédie","Harpe, Jean-Francois de la"
1765-02-11,"Philippyn, mr. koppelaar; blyspel.","Alewyn, Abraham",,
1765-02-16,De hovenier door liefde. Blyspel.,"Hoeven, Emanuel van der",Le galant jardinier,"Dancourt, Florent Carton"
1765-02-16,De graaf van Warwick; treurspel,"Elvervelt, Henrik van","Le comte de Warwick , tragédie","Harpe, Jean-Francois de la"
1765-02-18,De graaf van Warwick; treurspel,"Elvervelt, Henrik van","Le comte de Warwick , tragédie","Harpe, Jean-Francois de la"
1765-02-18,"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank","Alewyn, Abraham",,
1765-02-25,"Astrate, koning van Tyrus","Buysero, Dirk","Astrate, roy de Tyr","Quinault, Philippe"
1765-02-25,"De stiefmoer, kluchtspel","Asselijn, Thomas",,
1765-03-04,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter",,
1765-03-04,"De zwetser, kluchtspel","Langendijk, Pieter",,
1765-03-09,"Olimpia, treurspel [by L. Pater]","Pater, Lucas",Olympie,Voltaire
1765-03-09,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1765-03-11,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"La Font, Joseph de"
1765-03-11,"Lubbert Lubbertze, of, de geadelde boer. Blyspel","Lacroix, Pieter de",George Dandin,"Molière (ps. Poquelin, Jean Baptiste)"
1765-03-16,Ifigenia. Treurspél [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Iphigénie,"Racine, Jean"
1765-03-16,"De schipbreuk, of De lykstaetsie van Krispyn; kluchtspel","Elias, Jacob","Le naufrage, ou La pompe funèbre de Crispin","La Font, Joseph de"
1765-03-18,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1765-03-18,De Vriendschap,"Winde, Martinus van",,
1765-03-23,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1765-03-23,"Ada, gravin van Holland en Zeeland; treurspel","Steenwijk, Frans van",,
1765-03-25,Het wederzyds huwelyks bedrog. Blyspél,"Langendijk, Pieter",,
1765-03-25,"Krispyn, starrekyker; blyspel","Pluimer, Joan",,
1765-03-30,"De gelukte list, óf Bedrooge mof. Klucht-spél","Pels, Andries","La folle querelle, ou La critique d'Andromaque","Molière (ps. Poquelin, Jean Baptiste)"
1765-03-30,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1765-04-01,Den grooten Bellizarius,"Grieck, Claude de","Le Bélisaire, tragédie","Rotrou, Jean"
1765-04-01,"De vrijer in de kist, kluchtspel",Nil Volentibus Arduum group,Pekelharing,"Vos, Isaac"
1765-04-04,"De dood van Nero, treurspel","Haverkamp, Johannes",La mort de Néron; tragédie,"Péchantré, Nicolas de"
1765-04-04,"De stiefvaar, blijspel","Asselijn, Thomas",,
1765-04-06,"De glorieus, of De vernederde hoogmoed; tooneelspel","Elvervelt, Henrik van","Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1765-04-06,De ontdekte schyndeugd; blyspel,"Lingelbach, David",,
1765-04-09,De orakel-vaas; kluchtige opera,"Hattum, Maurits van",,
1765-04-09,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1765-04-11,"Julius Cezar, en Kato. Treurspél","Langendijk, Pieter",,
1765-04-11,Henrik en Pernille,"Elvervelt, Henrik van",Henrich og Pernille,"Holberg, Ludvig"
1765-04-13,"Orestes en Pylades, of Iphigenia in Tauris, treurspel","Bode, Matthias",Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1765-04-13,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1765-04-15,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1765-04-15,De verhinderde wraak van Cajus Martius Coriolanus. Treurspel,"Bruin, Claas",Coriolan: tragedie,"Abeille, Gaspard"
1765-04-18,Zarucma,"Pater, Lucas",Zarucma,"Cordier de Saint-Firmin, Edmond"
1765-04-18,"De onbedreeve minnaar, kluchtspel","Heulen, Christiaan van","L'ombre de son rival: comédie, mellée de musique et de dances","Crosnier, Jean"
1765-04-20,De gedwongene toestemming; blyspel,"Le Roy, Bernard",Le consentement forcé: comédie,"Guyot de Merville, Michel"
1765-04-20,Zarucma,"Pater, Lucas",Zarucma,"Cordier de Saint-Firmin, Edmond"
1765-04-22,Zarucma,"Pater, Lucas",Zarucma,"Cordier de Saint-Firmin, Edmond"
1765-04-22,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1765-04-25,"Geta, of De broedermoort van Antoninus, treurspel","Haverkamp, Johannes","Géta, tragédie","Péchantré, Nicolas de"
1765-04-25,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van",,
1765-04-29,"Xantippe, of Het booze wyf des filozoofs Sokrates beteugeld. Blyspel","Langendijk, Pieter",,
1765-04-29,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van",,
1765-05-02,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van",,
1765-05-02,Cleomenes. Treurspel,"Lingelbach, David",,
1765-05-06,Demophontes; treurspel,"Westerwijk, Gerard (Vertaler)",Demofoonte,"Metastasio, Pietro"
1765-05-06,De wanhébbelyke liefde. Kluchtspél,Nil Volentibus Arduum group,La mère coquette ou les amants brouillés,"Quinault, Philippe"
1765-05-11,Warenar,"Coster, Samuel",Aulularia,"Plautus, T. Maccius"
1765-05-11,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1765-08-12,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van",,
1765-08-12,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1765-08-15,Het verliefde huysgezin; kluchtspel,"Elias, Jacob","La Famille extravagante, comédie","Le Grand, Marc Antoine"
1765-08-15,Eneas en Turnus; treurspel,"Rotgans, Lukas",,
1765-08-17,"Blindemannetje, kluchtspel","Coningh, T. de",Colin maillard,"Dancourt, Florent Carton"
1765-08-17,Fabricius. Treurspel,"Feitama, Sybrand",,
1765-08-19,"De Ontrouwe Kantoorknecht, en Lichtvaardige Dienstmaagd","Bernagie, Pieter",,
1765-08-19,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1765-08-22,"Attila, koning der Hunnen. Treurspel","Elias, Michiel","Attila, Roy des Huns","Corneille, Pierre"
1765-08-22,"Het hofstee leeven, kluchtspel","Wit (de jonge), Abraham de",La maison de campagne,"Dancourt, Florent Carton"
1765-08-26,"De Puiterveense helleveeg, of Beslikte Swaantje aan de tap","Alewyn, Abraham",,
1765-08-26,"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank","Alewyn, Abraham",,
1765-08-29,"Krispyn, baron, en afslager. Kluchtspel","Benjamin, Hermanus",,
1765-08-29,Wenseslaus koning van Poolen. Treurspel.,"Lescailje, Katharina",Venceslas,"Rotrou, Jean"
1765-09-02,"Krispyn, jufvrouw en notaris. Blyspel","Ryk, Jacob de (incorrect: Jan de Rijck)",,
1765-09-02,"Democritus, of de verliefde filosoof","Elvervelt, Henrik van",Démocrite,"Regnard, Jean François"
1765-09-05,De dwarsdrijfster. Kluchtig blijspel.,"Huybert van Kruiningen, Pieter Anthony de",L'esprit de contradiction,"Rivière-Dufresny, Charles"
1765-09-05,"Scilla, treurspel","Rotgans, Lukas",,
1765-09-07,Het onbesturven' weeuwtje. Kluchtig blijspel,"Huybert van Kruiningen, Pieter Anthony de",Le mari retrouvé. Comédie,"Dancourt, Florent Carton"
1765-09-07,Het huwelyk van Orondates en Statira. Treurspel [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1765-09-09,"Lubbert Lubbertze, of, de geadelde boer. Blyspel","Lacroix, Pieter de",George Dandin,"Molière (ps. Poquelin, Jean Baptiste)"
1765-09-09,"Kluchtspel van het gedwongen houwelyck, of mariage forcè.","Pels, Andries",Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1765-09-12,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van",,
1765-09-12,"Titus, treurspel","Nomsz, Johannes","Titus, tragédie","Belloy, Pierre Laurent Buirette de"
1765-09-14,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der",,
1765-09-14,"Titus, treurspel","Nomsz, Johannes","Titus, tragédie","Belloy, Pierre Laurent Buirette de"
1765-09-16,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1765-09-16,"Titus, treurspel","Nomsz, Johannes","Titus, tragédie","Belloy, Pierre Laurent Buirette de"
1765-09-19,"Krispyn, muzikant.","Lacroix, Pieter de",Crispin musicien,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1765-09-19,"De getrouwde philosooph, of De beschaamde echtgenoot; blyspel","Hooff, Nicolaas Willem op den","Le philosophe marié, ou Le mary honteux de l'être. Comédie","Destouches, (ps. Philippe Néricault)"
1765-09-21,"Achilles, treurspel","Huydecoper, Balthasar",,
1765-09-21,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1765-09-23,De Vryer-zieke Vrijster of 't huwelik van niet,"Leeuw, Adriaan Bastiaansz de",Le mariage de rien,"Montfleury, Antoine Jacob"
1765-09-23,"De toveryen van Armida, of het belegerde Jeruzalem, treurspel","Peys, Adriaen",,
1765-09-24,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan",,
1765-09-24,"De toveryen van Armida, of het belegerde Jeruzalem, treurspel","Peys, Adriaen",,
1765-09-25,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1765-09-25,"Piramus en Thisbe, of De bedrooge hartog van Pierlepon, boertige tragedie [by M. Gramsbergen]","Gramsbergen, Matthijs",Midsummernight's Dream,"Shakespeare, William"
1765-09-26,"Spaensche heidin, a.k.a. Het leven van Konstance [by Matt. Tengnagel]","Tengnagel, Mattheus Gansneb",La gitanilla de Madrid,"Cervantes y Saavedra, Miguel de"
1765-09-26,De Schermerhornsche vrijstermarkt,"Schroder, Johannes",,
1765-09-27,"De verwarde jalousy, bly-spel","Focquenbroch, Willem Godschalk van","Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1765-09-27,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas",,
1765-09-28,"Krispyn, medicyn","Lacroix, Pieter de",Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1765-09-28,Zarucma,"Pater, Lucas",Zarucma,"Cordier de Saint-Firmin, Edmond"
1765-09-30,"Het dronkemans testament, of De uitvaart van meester Andries","Domis, Guiliam Toussaint",,
1765-09-30,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1765-10-01,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1765-10-01,Pefroen met 'et schaapshooft,"Vincent, Ysbrand","Lubin, ou le sot vange","Poisson, Raymond"
1765-10-02,Duifje en Snaphaan,"Fornenbergh, Jan Baptist van",,
1765-10-02,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1765-10-03,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1765-10-03,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1765-10-04,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1765-10-04,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Regnard, Jean François"
1765-10-05,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar",,
1765-10-07,De toveres Circe,"Baroces, Jacob","Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765-10-07,Broershert,"Leeuw, Adriaan Bastiaansz de",,
1765-10-07,De toveres Circe,"Baroces, Jacob",El mayor encanto amor,"Calderón de la Barca, Pedro"
1765-10-08,Vechter. Kluchtspel,"Angelkot, Hermannus",,
1765-10-08,De toveres Circe,"Baroces, Jacob","Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765-10-08,De toveres Circe,"Baroces, Jacob",El mayor encanto amor,"Calderón de la Barca, Pedro"
1765-10-09,De toveres Circe,"Baroces, Jacob","Ulysses in ’t eylandt van Circe, oft, geen grooter toovery als liefde. Hofspel","Grieck, Claude de"
1765-10-09,De toveres Circe,"Baroces, Jacob",El mayor encanto amor,"Calderón de la Barca, Pedro"
1765-10-09,"De moetwillige bootsgezel, kluchtspel","Sammers, Jacob",De Gramschap,"Ogier, Willem"
1765-10-10,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1765-10-10,De belachchelyke hoofsche juffers,"Lacroix, Pieter de",Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1765-10-12,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter",,
1765-10-12,"De glorieus, of De vernederde hoogmoed; tooneelspel","Elvervelt, Henrik van","Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1765-10-14,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1765-10-14,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter",,
1765-10-17,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van",,
1765-10-17,Den grooten Bellizarius,"Grieck, Claude de","Le Bélisaire, tragédie","Rotrou, Jean"
1765-10-19,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1765-10-19,"Rodogune, prinsesse der Parthen [by F. Rijk]","Rijk, Frans","Rodogune, princesse des Parthes","Corneille, Pierre"
1765-10-21,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"La Font, Joseph de"
1765-10-21,Henrik en Pernille,"Elvervelt, Henrik van",Henrich og Pernille,"Holberg, Ludvig"
1765-10-28,"Don Louis de Vargas, of Edelmoedige wraek","Heynck, Dirk Pietersz",El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1765-10-28,De Mansmoer,"Haps, Pieter Willem van",,
1765-11-04,De verduytste Cid. Bly-eindend treurspel,"Heemskerk, Johan van",Le Cid. Tragi-comedie.,"Corneille, Pierre"
1765-11-04,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den",,
1765-11-09,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"Dancourt, Florent Carton"
1765-11-09,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1765-11-11,"De burgerlyke edelman, blyspel","Maas, Hendr. (Toneelvertaler)",Le bourgeois gentilhomme,"Molière (ps. Poquelin, Jean Baptiste)"
1765-11-11,"Krispyn, barbier, dansmeester, pagie, en graaf; kluchtspel","Krook, Enoch",,
1765-11-16,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1765-11-16,"Gabinia, treurspel","Feitama, Sybrand","Gabinie, tragedie chretienne","Brueys, David Augustin de"
1765-11-18,De verwaande Hóllandsche Franschman. Blyspél,"Pels, Andries",,
1765-11-18,De aerdige bedriegeryen van Schapin,"Buysero, Dirk",Les fourberies de Scapin,"Molière (ps. Poquelin, Jean Baptiste)"
1765-11-23,De ontdekte schyndeugd; blyspel,"Lingelbach, David",,
1765-11-23,"Aristomenes, treurspel","Roullaud, Henri Jean","Aristomène, tragédie","Marmontel, Jean François"
1765-11-25,"Fielebout, óf De dókter tégens dank, kluchtig blyspél",Nil Volentibus Arduum group,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1765-11-25,"De vorstelyke wees, of Het veröverd China; treurspel","Hooff, Nicolaas Willem op den","L'orphelin de la Chine, tragédie",Voltaire
1765-11-30,"De vorstelyke wees, of Het veröverd China; treurspel","Hooff, Nicolaas Willem op den","L'orphelin de la Chine, tragédie",Voltaire
1765-11-30,De hovenier door liefde. Blyspel.,"Hoeven, Emanuel van der",Le galant jardinier,"Dancourt, Florent Carton"
1765-12-02,"De vorstelyke wees, of Het veröverd China; treurspel","Hooff, Nicolaas Willem op den","L'orphelin de la Chine, tragédie",Voltaire
1765-12-02,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1765-12-07,Fabricius. Treurspel,"Feitama, Sybrand",,
