date,playTitle,authorName,originalTitle,originalAuthorName
1783-12-16,"Amelia, of De hertog van Foix, treurspel","Nomsz, Johannes","Amélie, ou Le duc de Foix",Voltaire
1783-12-16,De Smirnsche Koopman,"Uylenbroek, P.J.",,
1783-12-20,"Hypermnestra, treurspel","Adriaansz, A.","Hypermnestre, tragédie","Lemierre, Antoine Marin"
1783-12-20,De Smirnsche Koopman,"Uylenbroek, P.J.",,
1783-12-22,De Smirnsche Koopman,"Uylenbroek, P.J.",,
1783-12-22,"Margaretha van Henegouwen, gravin van Holland en Zeeland; treurspel","Fokke, Jan",,
1783-12-23,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1783-12-23,Gysbreght van Aemstel,"Vondel, Joost van den",,
1783-12-29,Gysbreght van Aemstel,"Vondel, Joost van den",,
1783-12-29,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1783-12-30,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1783-12-30,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-01-05,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-01-05,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1784-01-06,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-01-06,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1784-01-10,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-01-10,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1784-01-12,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1784-01-12,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-01-13,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1784-01-13,De dwarsdrijfster. Kluchtig blijspel.,"Huybert van Kruiningen, Pieter Anthony de",L'esprit de contradiction,"Rivière-Dufresny, Charles"
1784-01-17,Claudius Civilis; treurspel [by Haverkorn],"Haverkorn, Willem Willemszoon",,
1784-01-17,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1784-01-19,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van",,
1784-01-19,De dobbelaar; blyspel [by F. Rijk],"Rijk, Frans",Le joueur,"Regnard, Jean François"
1784-01-20,"De stiefvaar, blijspel","Asselijn, Thomas",,
1784-01-20,"Melanie, of De rampzalige kloosterdwang, treurspel","Heyligert, Cornelis","Mélanie, ou les Vœux forcés","Harpe, Jean-Francois de la"
1784-01-24,De wanhébbelyke liefde. Kluchtspél,Nil Volentibus Arduum group,La mère coquette ou les amants brouillés,"Quinault, Philippe"
1784-01-24,"Titus, treurspel","Nomsz, Johannes","Titus, tragédie","Belloy, Pierre Laurent Buirette de"
1784-01-26,De bedrogen officier,"Elvervelt, Henrik van",Diderik Menschenskræk,"Holberg, Ludvig"
1784-01-27,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1784-01-27,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan",,
1784-01-31,"Amelia, of De hertog van Foix, treurspel","Nomsz, Johannes","Amélie, ou Le duc de Foix",Voltaire
1784-01-31,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1784-02-02,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-02,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1784-02-03,"De stiefmoer, kluchtspel","Asselijn, Thomas",,
1784-02-03,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-07,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-07,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van",,
1784-02-09,"De verwarde jalousy, bly-spel","Focquenbroch, Willem Godschalk van","Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1784-02-09,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-10,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-10,De Mansmoer,"Haps, Pieter Willem van",,
1784-02-14,De dankbaare zoon; zedig blyspel,"Elvervelt, Henrik van",Der dankbare Sohn. Lustspiel,"Engel, Johann Jakob"
1784-02-14,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-16,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-16,De wanhébbelyke liefde. Kluchtspél,Nil Volentibus Arduum group,La mère coquette ou les amants brouillés,"Quinault, Philippe"
1784-02-17,"De Hagenaar te Enkhuizen, blyspel","Hartsinck, Jan Jacob","Le Français à Londres, comédie","Boissy, Louis de"
1784-02-17,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-21,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-21,De bedrogen officier,"Elvervelt, Henrik van",Diderik Menschenskræk,"Holberg, Ludvig"
1784-02-23,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1784-02-23,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-24,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-02-24,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1784-03-01,De dwarsdrijfster. Kluchtig blijspel.,"Huybert van Kruiningen, Pieter Anthony de",L'esprit de contradiction,"Rivière-Dufresny, Charles"
1784-03-01,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-03-02,"De twee jagers, en het melk-meysje, zang-spel","Lynslager, Philip Frederik","Les Deux Chasseurs et la Laitière, opéra-comique","Anseaume, Louis"
1784-03-02,"Zemire en Azor, zangspel","Pypers, Pieter",Zémire et Azor,"Marmontel, Jean François"
1784-03-08,De woekeraar edelman; kluchtspel,"Japin, Jean","L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1784-03-08,"De gewaande onnozele juffer, of De belagchelyke poëet. Blyspel","Soetens, Abraham","La fausse Agnès, ou le poète campagnard, comédie","Destouches, (ps. Philippe Néricault)"
1784-03-09,Krispyn dragonder; kluchtspel,"Rijk, Frans","La Dragone ou Merlin dragon, comedie",Desmarres
1784-03-09,"De gewaande onnozele juffer, of De belagchelyke poëet. Blyspel","Soetens, Abraham","La fausse Agnès, ou le poète campagnard, comédie","Destouches, (ps. Philippe Néricault)"
1784-03-13,"De gewaande heidin, of De bedrogen gelukzoeker; kluchtspel","Elvervelt, Henrik van",,
1784-03-13,"De gewaande onnozele juffer, of De belagchelyke poëet. Blyspel","Soetens, Abraham","La fausse Agnès, ou le poète campagnard, comédie","Destouches, (ps. Philippe Néricault)"
1784-03-15,"Het verloren lam, zangspel","Doornik, Jan Gerard","La clochette, comédie","Anseaume, Louis"
1784-03-15,"Het verkeerd vertrouwen, blyspel","Lutkeman, Jacob","Der Gasthof, oder Trau, schau, wem!","Brandes, Johann Christian"
1784-03-16,"Het verloren lam, zangspel","Doornik, Jan Gerard","La clochette, comédie","Anseaume, Louis"
1784-03-16,"Artaxerxes, of de bezoedelde onschuld","Hooff, Nicolaas Willem op den",Artaxerce,"Lemierre, Antoine Marin"
1784-03-20,"Het verloren lam, zangspel","Doornik, Jan Gerard","La clochette, comédie","Anseaume, Louis"
1784-03-20,"Alzire, of De Amerikanen; treurspel","Feitama, Sybrand","Alzire, ou les Américains, tragédie",Voltaire
1784-03-22,De minderjarige; blyspel,"Hartsinck, Jan Jacob","La Pupille, comédie","Fagan, Christophe Barthélemy"
1784-03-22,"Robbert de Vries, treurspel","Haverkorn, Willem Willemszoon",,
1784-03-23,"De man van vertrouwen, kluchtspel","Nomsz, Johannes",,
1784-03-23,"Oedipus aan het hof van Admetus, treurspel","Cambon-van der Werken, Margareta Geertruid de","Oedipe chez Admète, tragédie","Ducis, Jean-François"
1784-03-27,"Krispyn filozoof, blyspél","Styl, Simon",,
1784-03-27,"De verkwister, of De eerlyke bedriegster; blyspel","Regtering, Hendrik Willem","Le Dissipateur, ou l'honnête friponne, comédie","Destouches, (ps. Philippe Néricault)"
1784-03-29,"Het school der zeden, of De gevolgen van een slecht levensgedrag","Hartsinck, Jan Jacob","L'école des moeurs, ou Les suites du libertinage, drame","Fenouillot de Falbaire de Quingey, Charles Georges"
1784-03-29,"Silvaan, blyspel","Asschenberg, Harmanus","Silvain, comédie en un acte, melée d'ariettes","Marmontel, Jean François"
1784-03-30,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas",,
1784-03-30,"Silvaan, blyspel","Asschenberg, Harmanus","Silvain, comédie en un acte, melée d'ariettes","Marmontel, Jean François"
1784-04-03,"Aristomenes, treurspel","Roullaud, Henri Jean","Aristomène, tragédie","Marmontel, Jean François"
1784-04-03,"Silvaan, blyspel","Asschenberg, Harmanus","Silvain, comédie en un acte, melée d'ariettes","Marmontel, Jean François"
1784-04-05,Demophontes; treurspel,"Westerwijk, Gerard (Vertaler)",Demofoonte,"Metastasio, Pietro"
1784-04-05,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1784-04-06,De vader des huisgezins; tooneelspel,"Elvervelt, Henrik van","Le père de famille, comédie","Diderot, Denis"
1784-04-06,"Teunis en Teuntje, tooneelspel met zang","Uylenbroek, P.J.","Toinon Et Toinette: Comédie En Deux Actes En Prose, Meslée D'Ariettes","Jullien dit Desboulmiers, Jean-Auguste"
1784-04-10,"Teunis en Teuntje, tooneelspel met zang","Uylenbroek, P.J.","Toinon Et Toinette: Comédie En Deux Actes En Prose, Meslée D'Ariettes","Jullien dit Desboulmiers, Jean-Auguste"
1784-04-10,"De adelyke landman, blyspel","Hartsen, Antoni",Der adliche Taglöhner,"Nesselrode, F. G. von"
1784-04-17,"De deserteur uit kinderliefde, blyspel","Spatzier, Anthony",Der Deserteur aus Kindesliebe,"Stephanie der Jüngere, Johann Gottlieb,"
1784-04-17,De deserteur. Zangspel,"Ruloffs, Bartholomeus","Le déserteur, drame","Mercier, Louis Sébastien"
1784-09-13,"Zelmire, treurspel","Hooff, Nicolaas Willem op den","Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1784-09-13,"De vrouw, rechter en party van haar man; blyspel","Peys, Adriaen",,
1784-09-16,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1784-09-18,"Rodogune, prinsesse der Parthen [by F. Rijk]","Rijk, Frans","Rodogune, princesse des Parthes","Corneille, Pierre"
1784-09-18,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1784-09-20,De beklaaglyke dwang,"Vos, Isaac",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1784-09-21,"De zwetser, kluchtspel","Langendijk, Pieter",,
1784-09-21,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1784-09-22,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1784-09-23,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1784-09-24,"Konradyn, koning van Napels en Siciliën. Treurspel","Smids, Ludolph",,
1784-09-25,"Cato, of De ondergang der roomsche vryheid","Angelkot jr., Hermannus","Cato, a Tragedy","Addison, Joseph"
1784-09-27,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1784-09-28,"De deserteur uit kinderliefde, blyspel","Spatzier, Anthony",Der Deserteur aus Kindesliebe,"Stephanie der Jüngere, Johann Gottlieb,"
1784-09-29,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1784-09-30,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1784-09-30,"Krispyn, starrekyker; blyspel","Pluimer, Joan",,
1784-10-01,"De stantvastige Genoveva, ofte Herstelde onnooselheyt. Bly-eyndend-treurspel","Wouthers, Anthoon Frans","Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1784-10-02,"Achilles, treurspel","Huydecoper, Balthasar",,
1784-10-02,Het onbesturven' weeuwtje. Kluchtig blijspel,"Huybert van Kruiningen, Pieter Anthony de",Le mari retrouvé. Comédie,"Dancourt, Florent Carton"
1784-10-04,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas",,
1784-10-04,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1784-10-05,"Don Louis de Vargas, of Edelmoedige wraek","Heynck, Dirk Pietersz",El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1784-10-06,De bedrogen officier,"Elvervelt, Henrik van",Diderik Menschenskræk,"Holberg, Ludvig"
1784-10-06,"De Puiterveense helleveeg, of Beslikte Swaantje aan de tap","Alewyn, Abraham",,
1784-10-07,"Het verkeerd vertrouwen, blyspel","Lutkeman, Jacob","Der Gasthof, oder Trau, schau, wem!","Brandes, Johann Christian"
1784-10-08,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1784-10-09,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1784-10-11,"De stiefmoer, kluchtspel","Asselijn, Thomas",,
1784-10-11,"De adelyke landman, blyspel","Hartsen, Antoni",Der adliche Taglöhner,"Nesselrode, F. G. von"
1784-10-14,De Mansmoer,"Haps, Pieter Willem van",,
1784-10-14,"Aleid van Poelgeest, treurspel","Haverkorn, Willem Willemszoon",,
1784-10-16,"De deugdzaame armoede, zeedig blyspel","Hartsinck, Jan Jacob",L'indigent,"Mercier, Louis Sébastien"
1784-10-16,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1784-10-18,"De verwarde jalousy, bly-spel","Focquenbroch, Willem Godschalk van","Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1784-10-18,De dobbelaar; blyspel [by F. Rijk],"Rijk, Frans",Le joueur,"Regnard, Jean François"
1784-10-21,De vader des huisgezins; tooneelspel,"Elvervelt, Henrik van","Le père de famille, comédie","Diderot, Denis"
1784-10-23,Schoole voor de moeders,"Regtering, Hendrik Willem",L'école des meres,"Carlet de Chamblain de Marivaux, Pierre"
1784-10-23,"Mahomet, treurspel [by Hartsen]","Hartsen, Antoni",Le Fanatisme ou Mahomet le Prophète,Voltaire
1784-10-25,"Natalia, tooneelspel","Ruloffs, Bartholomeus","Natalie, drame en quatre actes","Mercier, Louis Sébastien"
1784-10-25,De wanhébbelyke liefde. Kluchtspél,Nil Volentibus Arduum group,La mère coquette ou les amants brouillés,"Quinault, Philippe"
1784-10-26,"Melanie, of De rampzalige kloosterdwang, treurspel","Heyligert, Cornelis","Mélanie, ou les Vœux forcés","Harpe, Jean-Francois de la"
1784-10-26,"Fielebout, óf De dókter tégens dank, kluchtig blyspél",Nil Volentibus Arduum group,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1784-11-01,"Krispyn, testateur en gelegateerde, of De erfgenaam door list; blyspel","Lochem, Hermanus van",Le légataire universel,"Regnard, Jean François"
1784-11-01,De hovenier door liefde. Blyspel.,"Hoeven, Emanuel van der",Le galant jardinier,"Dancourt, Florent Carton"
1784-11-02,"De stiefvaar, blijspel","Asselijn, Thomas",,
1784-11-02,"Wilhelmina van Blondheim, tooneelspel","Uylenbroek, P.J.",Wilhelmine von Blondheim,"Grossmann, Gustav Friedrich Wilhelm"
1784-11-08,Wilson; tooneelspel,"Teeuwsen, Hendrik",Le fabricant de Londres. Drame,"Fenouillot de Falbaire de Quingey, Charles Georges"
1784-11-08,"Krispyn filozoof, blyspél","Styl, Simon",,
1784-11-09,"De zwetser, kluchtspel","Langendijk, Pieter",,
1784-11-09,De vader des huisgezins; tooneelspel,"Elvervelt, Henrik van","Le père de famille, comédie","Diderot, Denis"
1784-11-13,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1784-11-13,Wilson; tooneelspel,"Teeuwsen, Hendrik",Le fabricant de Londres. Drame,"Fenouillot de Falbaire de Quingey, Charles Georges"
1784-11-15,Het verliefde huysgezin; kluchtspel,"Elias, Jacob","La Famille extravagante, comédie","Le Grand, Marc Antoine"
1784-11-15,Wilson; tooneelspel,"Teeuwsen, Hendrik",Le fabricant de Londres. Drame,"Fenouillot de Falbaire de Quingey, Charles Georges"
1784-11-16,"Blindemannetje, kluchtspel","Coningh, T. de",Colin maillard,"Dancourt, Florent Carton"
1784-11-16,Wilson; tooneelspel,"Teeuwsen, Hendrik",Le fabricant de Londres. Drame,"Fenouillot de Falbaire de Quingey, Charles Georges"
1784-11-20,"Zaïre, treurspel [by Nomsz]","Nomsz, Johannes","Zaïre, tragedie",Voltaire
1784-11-20,De woekeraar edelman; kluchtspel,"Japin, Jean","L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1784-11-22,"Krispyn, medicyn","Lacroix, Pieter de",Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1784-11-22,"De getrouwde philosooph, of De beschaamde echtgenoot; blyspel","Hooff, Nicolaas Willem op den","Le philosophe marié, ou Le mary honteux de l'être. Comédie","Destouches, (ps. Philippe Néricault)"
1784-11-23,"Het school voor de vrouwen, blyspel","Arents, Thomas",L'école des femmes,"Molière (ps. Poquelin, Jean Baptiste)"
1784-11-23,Haat en nydt,"Ogier, Willem",,
1784-11-27,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1784-11-27,"De gelukte list, óf Bedrooge mof. Klucht-spél","Pels, Andries","La folle querelle, ou La critique d'Andromaque","Molière (ps. Poquelin, Jean Baptiste)"
1784-11-29,"De Puiterveense helleveeg, of Beslikte Swaantje aan de tap","Alewyn, Abraham",,
1784-11-29,"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank","Alewyn, Abraham",,
1784-11-30,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1784-11-30,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter",,
1784-12-04,"De glorieus, of De vernederde hoogmoed; tooneelspel","Elvervelt, Henrik van","Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1784-12-04,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"Dancourt, Florent Carton"
1784-12-06,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1784-12-06,"De Cid, treurspel","Nomsz, Johannes",Le Cid. Tragi-comedie.,"Corneille, Pierre"
1784-12-07,Het huwelijk sluijten,"Bernagie, Pieter",,
1784-12-07,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1784-12-11,"Rodogune, prinsesse der Parthen [by F. Rijk]","Rijk, Frans","Rodogune, princesse des Parthes","Corneille, Pierre"
1784-12-11,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1784-12-13,"De vrék, blyspél","Pluimer, Joan",L'Avare ou l’École du mensonge,"Molière (ps. Poquelin, Jean Baptiste)"
1784-12-13,"Krispyn, starrekyker; blyspel","Pluimer, Joan",,
1784-12-14,"Het hofstee leeven, kluchtspel","Wit (de jonge), Abraham de",La maison de campagne,"Dancourt, Florent Carton"
1784-12-14,"De deserteur uit kinderliefde, blyspel","Spatzier, Anthony",Der Deserteur aus Kindesliebe,"Stephanie der Jüngere, Johann Gottlieb,"
1784-12-18,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1784-12-18,"Béverly, of De gevolgen der speelzucht; burger treurspel","Doornik, Jan Gerard","Beverlei, tragédie bourgeoise imitée de l'anglois, de ""The Gamester"", d'Édouard Moore, en 5 actes et en vers libres","Saurin, Bernard Joseph"
1784-12-20,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1784-12-20,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-12-21,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-12-21,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1784-12-27,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-12-27,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1784-12-28,Gysbreght van Aemstel,"Vondel, Joost van den",,
1784-12-28,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1785-01-03,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1785-01-03,Gysbreght van Aemstel,"Vondel, Joost van den",,
1785-01-04,Gysbreght van Aemstel,"Vondel, Joost van den",,
1785-01-04,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1785-01-08,Gysbreght van Aemstel,"Vondel, Joost van den",,
1785-01-08,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1785-01-10,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1785-01-10,Gysbreght van Aemstel,"Vondel, Joost van den",,
1785-01-11,Gysbreght van Aemstel,"Vondel, Joost van den",,
1785-01-11,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1785-01-15,"De gewaande heidin, of De bedrogen gelukzoeker; kluchtspel","Elvervelt, Henrik van",,
1785-01-15,"Orestes en Pylades, of Iphigenia in Tauris, treurspel","Bode, Matthias",Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1785-01-17,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1785-01-17,"De gewaande onnozele juffer, of De belagchelyke poëet. Blyspel","Soetens, Abraham","La fausse Agnès, ou le poète campagnard, comédie","Destouches, (ps. Philippe Néricault)"
1785-01-18,"Margaretha van Henegouwen, gravin van Holland en Zeeland; treurspel","Fokke, Jan",,
1785-01-18,De dwarsdrijfster. Kluchtig blijspel.,"Huybert van Kruiningen, Pieter Anthony de",L'esprit de contradiction,"Rivière-Dufresny, Charles"
1785-01-22,"Titus, treurspel","Nomsz, Johannes","Titus, tragédie","Belloy, Pierre Laurent Buirette de"
1785-01-22,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1785-01-24,De bedrogen officier,"Elvervelt, Henrik van",Diderik Menschenskræk,"Holberg, Ludvig"
1785-01-24,"Elizabeth Woodeville, Treurspel.","Haverkorn, Willem Willemszoon",,
1785-01-25,"Elizabeth Woodeville, Treurspel.","Haverkorn, Willem Willemszoon",,
1785-01-25,Krispyn dragonder; kluchtspel,"Rijk, Frans","La Dragone ou Merlin dragon, comedie",Desmarres
1785-01-29,"Elizabeth Woodeville, Treurspel.","Haverkorn, Willem Willemszoon",,
1785-01-29,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter",,
1785-01-31,"Zelmire, treurspel","Hooff, Nicolaas Willem op den","Zelmire, tragédie","Belloy, Pierre Laurent Buirette de"
1785-02-01,"De dood van Johan en Garcias, of De onzydige regtspleeging van Cosmos de Medicis, groothertog van Toscanen. Treurspel","Bruin, Claas",,
1785-02-05,"Childerik, treurspel","Neufville, Christina Leonora de",Childeric,"Morand, Pierre de"
1785-02-07,"De vrouw naar de waereld, blyspel","Hartsen, Antoni",Der Schein betrügt,"Brandes, Johann Christian"
1785-02-08,"Sigismundus, prins van Polen, of Het leeven is een droom. Treurspel","Hooff, Nicolaas Willem op den","Sigismundus, prince van Polen, of 't Leven is een droom. Bly-eyndigh treur-spel","Schouwenbergh, NN"
1785-02-12,"Olimpia, treurspel [by L. Pater]","Pater, Lucas",Olympie,Voltaire
1785-02-14,Demophontes; treurspel,"Westerwijk, Gerard (Vertaler)",Demofoonte,"Metastasio, Pietro"
1785-02-14,"De twee jagers, en het melk-meysje, zang-spel","Lynslager, Philip Frederik","Les Deux Chasseurs et la Laitière, opéra-comique","Anseaume, Louis"
1785-02-15,"Cora, of De Peruanen, treurspel","Nomsz, Johannes",,
1785-02-15,"De twee jagers, en het melk-meysje, zang-spel","Lynslager, Philip Frederik","Les Deux Chasseurs et la Laitière, opéra-comique","Anseaume, Louis"
1785-02-19,"De twee jagers, en het melk-meysje, zang-spel","Lynslager, Philip Frederik","Les Deux Chasseurs et la Laitière, opéra-comique","Anseaume, Louis"
1785-02-19,"Tancredo, treurspel","Zweerts, Bruno","Tancrède, tragédie",Voltaire
1785-02-21,"Amelia, of De hertog van Foix, treurspel","Nomsz, Johannes","Amélie, ou Le duc de Foix",Voltaire
1785-02-21,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas",,
1785-02-22,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1785-02-28,"De hoefsmit, blyspel; met zang","Menkema (jr.), Johannes","Le maréchal-ferrant, opéra comique","Quétant, Antoine-François"
1785-02-28,"De graaf van Olsbach, of De belooning der deugd. Toneelspel","Maas, Abraham",Der Graf von Olsbach,"Brandes, Johann Christian"
1785-03-01,"De hoefsmit, blyspel; met zang","Menkema (jr.), Johannes","Le maréchal-ferrant, opéra comique","Quétant, Antoine-François"
1785-03-01,"Het school voor de vrouwen, blyspel","Arents, Thomas",L'école des femmes,"Molière (ps. Poquelin, Jean Baptiste)"
1785-03-07,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1785-03-07,"De hoefsmit, blyspel; met zang","Menkema (jr.), Johannes","Le maréchal-ferrant, opéra comique","Quétant, Antoine-François"
1785-03-08,"Aarnout en Adolf van Egmond, hertogen van Gelder. Treurspel","Bruin, Claas",,
1785-03-08,"De hoefsmit, blyspel; met zang","Menkema (jr.), Johannes","Le maréchal-ferrant, opéra comique","Quétant, Antoine-François"
1785-03-12,"Monzongo of de koningklyke slaaf, treurspel","Winter, Nicolaas Simon van",,
1785-03-12,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van",,
1785-03-14,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"Dancourt, Florent Carton"
1785-03-14,"De Deserteur, Tooneelspel","Ruloffs, Bartholomeus","Le déserteur, drame","Mercier, Louis Sébastien"
1785-03-15,"De soldaat door dwang, kluchtige opera","Lynslager, Philip Frederik",,
1785-03-15,"De vrék, blyspél","Pluimer, Joan",L'Avare ou l’École du mensonge,"Molière (ps. Poquelin, Jean Baptiste)"
1785-03-19,"De soldaat door dwang, kluchtige opera","Lynslager, Philip Frederik",,
1785-03-19,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1785-03-21,"De soldaat door dwang, kluchtige opera","Lynslager, Philip Frederik",,
1785-03-21,"Krispyn, testateur en gelegateerde, of De erfgenaam door list; blyspel","Lochem, Hermanus van",Le légataire universel,"Regnard, Jean François"
