work,original_genre,grouped_genre,year
"L'Enrolement de Jeannot, ou Jeannot soldat & Déserteur condamné à mort et sauvé par Polichinel",,,1807.0
L'Enrôlement Supposé,Comédie,Comedy,1806.0
L'Enrôlement Supposé,comédie,Comedy,1811.0
l'Épée,drame,Drame,1807.0
l'Épée,drame,drame,1807.0
"L'Épingle & la Rose, ou Les Talismans d'Amour",comédie,Comedy,1811.0
"L'Épingle & la Rose, ou Les Talismans d'Amour",comédie nouvelle,Comedy,1811.0
L'Épreuve délicate,comédie nouvelle,Comedy,1806.0
L'Épreuve délicate,comédie,Comedy,1806.0
L'Épreuve délicate,comédie,Comedy,1807.0
L'Épreuve délicate,Comédie,Comedy,1807.0
L'Épreuve délicate,comédie,Comedy,1808.0
L'Épreuve délicate,comédie,Comedy,1808.0
L'Épreuve délicate,comédie,Comedy,1810.0
L'Épreuve délicate,comédie,Comedy,1811.0
L'Épreuve délicate,comédie,Comedy,1811.0
L'Épreuve délicate,comédie,Comedy,1811.0
L'Épreuve Réciproque,Comédie,Comedy,1806.0
L'Épreuve Réciproque,comédie,Comedy,1808.0
L'Épreuve villageoise,opéra,Opera,1806.0
L'Épreuve villageoise,opéra,Opera,1806.0
L'Épreuve villageoise,Opéra,Opera,1807.0
L'Épreuve villageoise,Opéra,Opera,1807.0
L'Épreuve villageoise,Opéra,Opera,1808.0
L'Épreuve villageoise,Opéra,Opera,1808.0
L'Épreuve villageoise,opéra,Opera,1809.0
L'Épreuve villageoise,opéra,Opera,1810.0
L'Épreuve villageoise,opéra,Opera,1810.0
L'Erreur d'un Moment,opéra,Opera,1811.0
L'Erreur d'un Moment,opéra,Opera,1811.0
L'Erreur d'un Moment,opéra,Opera,1811.0
L'Espiegle & le Dormeur ou le Revenant du Château de Beausol,comédie nouvelle,Comedy,1810.0
L'Espiegle & le Dormeur ou le Revenant du Château de Beausol,comédie,Comedy,1811.0
L'Esprit de Contradiction,comédie,Comedy,1808.0
L'Esprit Follet ou le Revenant des Pyrènées,comédie,Comedy,1810.0
L'Exilé de Sibérie ou L'Amour Filial,drame,Drame,1809.0
L'Habitant de la Guadeloupe,Comédie,Comedy,1805.0
L'Habitant de la Guadeloupe,Comédie,Comedy,1806.0
L'Habitant de la Guadeloupe,comédie,Comedy,1807.0
L'Habitant de la Guadeloupe,Comédie,Comedy,1808.0
L'Habitant de la Guadeloupe,comédie,Comedy,1808.0
L'Habitant de la Guadeloupe,comédie,Comedy,1810.0
L'Habitant de la Guadeloupe,comédie,Comedy,1810.0
L'Habitant de la Guadeloupe,drame,Drame,1811.0
"L'Héroisme de Poucha Houmma, ou la Fête du Petit Blé",historique,Other,1809.0
L'Heureuse erreur,comédie,Comedy,1812.0
L'Heureuse erreur,comédie,Comedy,1812.0
"L'Homme à 3 visages, ou Le Grand bandit",Drame historique,Drame,1807.0
L'Homme en deuil de lui-même,comédie,Comedy,1810.0
L'Homme en deuil de lui-même,comédie,Comedy,1810.0
L'Honnête Criminel,Drame,Drame,1806.0
"L'Honnête criminel, ou La piété familiale",,Drame,1806.0
"L'Honnête criminel, ou La piété familiale",drame,Drame,1806.0
"L'Honnête criminel, ou La piété familiale",drame,Drame,1806.0
"L'Honnête criminel, ou La piété familiale",comédie,Comedy,1812.0
L'Honnête Menteur,comédie,Comedy,1812.0
L'Honnête Menteur,comédie,Comedy,1812.0
"L'Hôpital Militaire, ou La garnison malade",fait historique,Other,1808.0
"L'Hôpital Militaire, ou La garnison malade",fait historique,Other,1808.0
"L'Hôpital Militaire, ou La garnison malade",vaudeville,Vaudeville,1808.0
"L'Hôpital Militaire, ou La garnison malade",vaudeville nouveau,Vaudeville,1808.0
"L'Hôpital Militaire, ou La garnison malade",vaudeville historique,Vaudeville,1809.0
"L'Hôpital Militaire, ou La garnison malade",fait historique,Other,1810.0
L'Impatient,Comédie,Comedy,1807.0
L'Impatient,Comédie,Comedy,1808.0
L'Impatient,comédie,Comedy,1810.0
L'Impatient,comédie,Comedy,1811.0
L'Impromptu De Campagne,comédie,Comedy,1808.0
L'Indépendance Américaine,pantomime,Other,1810.0
"L'Intrigue de Carrefour, ou Les Amours de Pommadin",comédie,Comedy-Vaudeville,1806.0
"L'Intrigue de Carrefour, ou Les Amours de Pommadin",Vaudeville,Comedy-Vaudeville,1806.0
"L'Intrigue de Carrefour, ou Les Amours de Pommadin",,Comedy-Vaudeville,1807.0
"L'Intrigue de Carrefour, ou Les Amours de Pommadin",vaudeville,Comedy-Vaudeville,1808.0
"L'Intrigue de Carrefour, ou Les Amours de Pommadin",vaudeville,Comedy-Vaudeville,1810.0
"L'Intrigue de Carrefour, ou Les Amours de Pommadin",comédie,Comedy-Vaudeville,1811.0
"L'Intrigue de Carrefour, ou Les Amours de Pommadin",folie vaudeville,Comedy-Vaudeville,1811.0
L'Intrigue épistolaire,,Comedy,1806.0
L'Intrigue épistolaire,comédie,Comedy,1806.0
L'Intrigue épistolaire,Comédie,Comedy,1807.0
L'Intrigue épistolaire,comédie,Comedy,1808.0
L'Intrigue épistolaire,comédie nouvelle,Comedy,1809.0
L'Intrigue épistolaire,comédie,Comedy,1811.0
"L'Intrigue Impromptu, ou il n'y a plus d'Enfans","comédie nouvelle, mêlée de vaudeville",Comedy-Vaudeville,1812.0
"L'Intrigue Impromptu, ou il n'y a plus d'Enfans",vaudeville ,Comedy-Vaudeville,1812.0
"L'Intrigue Impromptu, ou il n'y a plus d'Enfans",comédie vaudeville,Comedy-Vaudeville,1812.0
L'Irato ou L'Emporté,opéra bouffon,Opera,1811.0
L'Opéra Comique,opéra-comique,Opera-Comedy,1807.0
L'Opéra Comique,Opéra,Opera-Comedy,1807.0
L'Opéra Comique,opéra,Opera-Comedy,1807.0
L'Opéra Comique,opéra,Opera-Comedy,1808.0
L'Opéra Comique,Opéra,Opera-Comedy,1808.0
L'Opéra Comique,opéra,Opera-Comedy,1808.0
L'Opéra Comique,opéra,Opera-Comedy,1808.0
L'Opéra Comique,opéra,Opera-Comedy,1808.0
L'Opéra Comique,opéra,Opera-Comedy,1808.0
L'Opéra Comique,,Opera-Comedy,1809.0
L'Opéra Comique,opéra,Opera-Comedy,1809.0
L'Opéra Comique,opéra,Opera-Comedy,1810.0
L'Opéra Comique,opéra,Opera-Comedy,1810.0
L'Opéra Comique,Opéra,Opera-Comedy,1812.0
L'Original,Comédie nouvlle,Comedy,1807.0
L'Original,Comédie,Comedy,1807.0
L'Original,Comédie,Comedy,1807.0
L'Original,comédie,Comedy,1808.0
L'Original,comédie,Comedy,1808.0
L'Original,comédie,Comedy,1809.0
L'Original,comédie,Comedy,1811.0
L'un pour l'autre,comédie vaudeville,Comedy-Vaudeville,1806.0
L'un pour l'autre,vaudeville,Comedy-Vaudeville,1806.0
L'un pour l'autre,vaudeville,Comedy-Vaudeville,1806.0
La Banqueroute du savetier à propos de botte,vaudeville,Vaudeville,1806.0
La Banqueroute du savetier à propos de botte,vaudeville,Vaudeville,1806.0
La Banqueroute du savetier à propos de botte,,Vaudeville,1806.0
La Banqueroute du savetier à propos de botte,,Vaudeville,1806.0
La Banqueroute du savetier à propos de botte,,Vaudeville,1806.0
La Banqueroute du savetier à propos de botte,vaudeville,Vaudeville,1808.0
La Banqueroute du savetier à propos de botte,vaudeville,Vaudeville,1808.0
La Belle Arsene,opéra,Opera,1809.0
La Belle Arsène,,Opera,1806.0
La Belle Arsène,Opéra féerie,Opera,1806.0
La Belle Arsène,Opéra-séerie,Opera,1808.0
La Belle Arsène,opéra féerie,Opera,1808.0
La Belle Arsène,opéra-séerie,Opera,1808.0
La Belle Arsène,Opéra séerie,Opera,1809.0
La Belle Arsène,,Opera,1811.0
La Belle Arsène,opéra-féerie,Opera,1811.0
"La Boîte de Pandore, La Bouteille Physique, La Bouteille complaisante & La Pénsée secrète",,,1807.0
La Bonne Sœur,comédie,Comedy,1810.0
La Cacophonie,comédie,Comedy,1809.0
La Cacophonie,comédie,Comedy,1809.0
La Caravane du Caire,opéra,Opera,1806.0
La Caravane du Caire,opéra,Opera,1808.0
La Caravane du Caire,grand opéra,Opera,1809.0
La Caravane du Caire,opéra,Opera,1810.0
La Caravane du Caire,Grand Opéra,Opera,1811.0
La Caravane du Caire,Grand opéra,Opera,1811.0
La Chasse interrompue ou Méléagre champenios,vaudeville nouveau,Vaudeville,1806.0
La chercheuse d'esprit,Ballet pantomime,Other,1806.0
La chercheuse d'esprit,,Other,1806.0
La Colonie,Opéra,Opera,1806.0
La Colonie,opéra,Opera,1809.0
La Contribution de Guerre,Comédie nouvelle,Comedy,1808.0
La Contribution de Guerre,Comédie nouvelle,Comedy,1808.0
La Course ou Les Jockeys,Comédie nouvelle,Comedy,1808.0
La Danse Interrompue,vaudeville nouveau,Comedy-Vaudeville,1805.0
La Danse Interrompue,vaudeville nouveau,Comedy-Vaudeville,1806.0
La Danse Interrompue,vaudeville,Comedy-Vaudeville,1806.0
La Danse Interrompue,,Comedy-Vaudeville,1807.0
La Danse Interrompue,Vaudeville,Comedy-Vaudeville,1807.0
La Danse Interrompue,vaudeville,Comedy-Vaudeville,1808.0
La Danse Interrompue,Vaudeville,Comedy-Vaudeville,1809.0
La Danse Interrompue,vaudeville,Comedy-Vaudeville,1810.0
La Danse Interrompue,vaudeville,Comedy-Vaudeville,1811.0
La Danse Interrompue,comédie vaudeville,Comedy-Vaudeville,1811.0
"La défaite du Théâtre de Polichinel, ou Polichinel mis à mort par les siens",grand spectacle,Other,1807.0
La Dernière Campagne du Rhin ou La Colonne de Rosback,comédie historique,Comedy,1809.0
La Dinde du Mans ou la Bonne Aubaine,comédie,Comedy-Vaudeville,1808.0
La Dinde du Mans ou la Bonne Aubaine,vaudeville nouveau,Comedy-Vaudeville,1808.0
La Dinde du Mans ou la Bonne Aubaine,vaudeville,Comedy-Vaudeville,1808.0
La Dinde du Mans ou la Bonne Aubaine,comédie,Comedy-Vaudeville,1810.0
La Dot,opéra,Opera,1806.0
La Dot,opéra,Opera,1807.0
La Dot,Opéra,Opera,1807.0
La Dot,opéra,Opera,1808.0
La Dot,opéra,Opera,1808.0
La Famille indigente,opéra,Opera,1812.0
La Famille indigente,opéra,Opera,1812.0
La Fausse Agnès ou Le Poëte Campagnard,comédie,Comedy,1808.0
La Fausse Agnès ou Le Poëte Campagnard,comédie,Comedy,1808.0
La Fausse Agnès ou Le Poëte Campagnard,comédie,Comedy,1808.0
La Fausse Agnès ou Le Poëte Campagnard,comédie,Comedy,1808.0
La Fausse Agnès ou Le Poëte Campagnard,comédie,Comedy,1809.0
La Fausse Agnès ou Le Poëte Campagnard,comédie,Comedy,1809.0
La Fausse magie,opéra,Opera,1806.0
La Fausse magie,Opéra,Opera,1806.0
La Fausse magie,,Opera,1806.0
La Fausse Magie,Opéra ,Opera ,1806.0
La Fausse Magie,opéra,Opera,1807.0
La Fausse Magie,opéra,Opera,1809.0
La Fausse Magie,opéra,Opera,1810.0
La Feinte par amour,Comédie,Comedy,1806.0
La Feinte par amour,comédie,Comedy,1806.0
La feinte par Amour,comédie,Comedy,1807.0
La Feinte par Amour,Comédie,Comedy,1808.0
La Feinte par Amour,Comédie,Comedy,1809.0
La Feinte par Amour,comédie,Comedy,1809.0
La Feinte par Amour,comédie,Comedy,1812.0
La Femme à deux Maris,mélodrame,Drame,1806.0
La Femme à deux Maris,Mélo drame,Drame,1806.0
La Femme à deux Maris,drame,Drame,1806.0
La Femme à deux Maris,mélodrame,Drame,1807.0
La Femme à deux Maris,Mélo drame,Drame,1807.0
La Femme à deux Maris,mélodrame,Drame,1810.0
La Femme à deux Maris,drame historique,Drame,1811.0
La Femme de 45 ans,comédie nouvelle,Comedy,1809.0
La Femme de 45 ans,comédie,Comedy,1809.0
La Femme Jalouse,Comédie,Comedy,1808.0
La Femme Jalouse,comédie,Comedy,1808.0
La Femme Jalouse,comédie,Comedy,1808.0
La Femme Jalouse,comédie,Comedy,1811.0
La Femme Jalouse,Comédie,Comedy,1811.0
La Femme Jalouse,Comédie,Comedy,1811.0
La femme juge et partie,comédie,Comedy,1805.0
La femme juge et partie,comédie,Comedy,1805.0
La Femme qui a raison,Comédie,Comedy,1807.0
La Femme qui a raison,Comédie,Comedy,1808.0
La Femme Romanesque,Comédie nouvelle,Comedy,1808.0
La Femme Romanesque,Comédie nouvelle,Comedy,1808.0
"La Folle journée, ou Le mariage de Figaro",,Comedy,1808.0
"La Folle journée, ou Le mariage de Figaro",comédie,Comedy,1808.0
"La Folle journée, ou Le mariage de Figaro",comédie,Comedy,1810.0
"La Folle journée, ou Le mariage de Figaro",comédie,Comedy,1811.0
"La Folle journée, ou Le mariage de Figaro",Comédie,Comedy,1812.0
La Forét Noire,grande-pantomime,Other,1807.0
La Forteresse du Danube,Mélo drame,Drame,1806.0
La Gageure Imprévue,Comédie,Comedy,1806.0
La Gageure Imprévue,comédie,Comedy,1806.0
La Gageure Imprévue,Comédie,Comedy,1807.0
La Gageure Imprévue,comédie,Comedy,1808.0
La Gageure Imprévue,comédie,Comedy,1808.0
La Gageure Imprévue,comédie,Comedy,1811.0
La Jeune Femme Colère,comédie,Opera-Vaudeville-Comedy,1808.0
La Jeune Femme Colère,vaudeville,Opera-Vaudeville-Comedy,1808.0
La Jeune Femme Colère,comédie,Opera-Vaudeville-Comedy,1808.0
La Jeune Femme Colère,comédie,Opera-Vaudeville-Comedy,1809.0
La Jeune Femme Colère,,Opera-Vaudeville-Comedy,1809.0
La Jeune Femme Colère,Opéra nouveau,Opera-Vaudeville-Comedy,1811.0
La Jeune Femme Colère,opéra,Opera-Vaudeville-Comedy,1812.0
La Jeune Femme Colère,opéra,Opera-Vaudeville-Comedy,1812.0
La Jeune Femme Colère,opéra,Opera-Vaudeville-Comedy,1812.0
La jeune Hôtesse,Comédie,Comedy,1806.0
"La Jeune mère, ou Les acteurs de société",Comédie nouvelle,Opera-Comedy,1807.0
"La Jeune mère, ou Les acteurs de société",Comédie nouvelle,Opera-Comedy,1807.0
"La Jeune mère, ou Les acteurs de société",opéra,Opera-Comedy,1810.0
La Jeunesse du Duc de Richelieu ou le Lovelace Français,drame,Comedy-Drame,1809.0
"La jeunesse du Duc de Richelieu, ou le Lovelace Français",,Comedy-Drame,1807.0
La jeunesse du Duc de Richlieu ou Le Lovelace Francais,comédie,Comedy-Drame,1807.0
La jeunesse du Duc de Richlieu ou Le Lovelace Francais,comédie,Comedy-Drame,1807.0
La Jolie Parfumeuse,vaudeville nouveau,Vaudeville,1807.0
La Jolie Parfumeuse,Vaudeville,Vaudeville,1807.0
La Jolie Parfumeuse,,Vaudeville,1807.0
La Jolie Parfumeuse,Vaudeville,Vaudeville,1807.0
La Jolie Parfumeuse,vaudeville,vaudeville,1808.0
La Lanterne Magique ou Le Cordonnier de Damas,grand spectacle,Other,1807.0
La Leçon de Botanique ou Les Deux Peres,comédie nouvelle,Comedy,1809.0
La Leçon de Botanique ou Les Deux Peres,comédie,Comedy,1809.0
La Leçon de Botanique ou Les Deux Peres,comédie,Comedy,1809.0
La Leçon de Botanique ou Les Deux Peres,comédie,Comedy,1809.0
La Leçon de Botanique ou Les Deux Peres,comédie,Comedy,1809.0
La Leçon de Botanique ou Les Deux Peres,comédie,Comedy,1810.0
La Leçon de Botanique ou Les Deux Peres,comédie,Comedy,1811.0
La Leçon de Botanique ou Les Deux Peres,comédie,Comedy,1811.0
La Leçon de Botanique ou Les Deux Peres,comédie,Comedy,1811.0
La Leçon de Botanique ou Les Deux Peres,Comédie,Comedy,1812.0
La Leçon de Botanique ou les Deux Pères,comédie,Comedy,1810.0
La Leçon de Botanique ou les Deux Pères,comédie,Comedy,1811.0
La Lettre sans adresse,vaudeville,vaudeville,1805.0
La Lettre sans adresse,vaudeville,vaudeville,1805.0
"La maison isolée, ou Le vieillard des Voges",Opéra,Opera,1812.0
"La maison isolée, ou Le vieillard des Voges",Opéra,Opera,1812.0
"La maison isolée, ou Le vieillard des Voges",opéra,Opera,1812.0
"La maison isolée, ou Le vieillard des Voges",opéra,Opera,1812.0
"La maison isolée, ou Le vieillard des Voges",Opére,Opére,1812.0
La Manie de briller ou L'Ecole de Negocians,Comédie,Comedy,1811.0
La Manie de briller ou L'Ecole de Negocians,Comédie,Comedy,1812.0
La Matelote Hollandaise,danse,Other,1810.0
La mélomanie,opéra,Opera,1806.0
La Mélomanie,Opéra,Opera,1806.0
La Mélomanie,,Opera,1807.0
La Mélomanie,opéra,Opera,1807.0
La Mélomanie,Opéra,Opera,1807.0
La Mélomanie,opéra,Opera,1807.0
La Mélomanie,opéra,Opera,1808.0
La Mélomanie,opéra,Opera,1808.0
La Mélomanie,opéra,Opera,1810.0
La Mélomanie,opéra,Opera,1811.0
La Mère Loque ou Le Café des Comédiens,comédie,Comedy,1810.0
la Mère Rivale,comédie,Comedy,1809.0
La Momie ou l'Amateur de Curiosités,comédie,Comedy,1809.0
La Mort d'Abel,tragédie,Tragedy,1808.0
La Mort d'Abel,tragédie,Tragedy,1808.0
La Mort de Louis XVI,tragédie,Tragedy,1808.0
La Mort de Louis XVI,tragédie,Tragedy,1808.0
La Mort de Néron,comédie,Comedy,1809.0
La Mort de St.-Phillipe tué par St.-Pierre,Comédie Héroï-Tragi-Comique,Vaudeville-Comedy-Tragedy,1808.0
La Mort de St.-Phillipe tué par St.-Pierre,Comédie Héroï-Tragi-Comique,Vaudeville-Comedy-Tragedy,1808.0
La Mort de St.-Phillipe tué par St.-Pierre,vaudeville,Vaudeville-Comedy-Tragedy,1808.0
La Mort du Capitaine Cook,Pantomime à grand spectacle,Other,1808.0
La Mort du Capitaine Cook,,Other,1808.0
La Mort du Capitaine Cook,Pantomime,Other,1808.0
La Mort du Capitaine Cook,grande pantomime héroïque,Other,1811.0
"La Mort du Maréchal de Turenne, ou La Bataille de Saspack",historique,historique,1809.0
"La Mort du Maréchal de Turenne, ou La Bataille de Saspack",comédie héroïque,Comedy,1811.0
La Noce sans Mariage,comédie nouvelle,Comedy,1812.0
La Nuit aux Aventures ou Les Deux Morts Vivants,Comédie,Comedy,1807.0
La Nuit d'Auberge ou Adonis de Château Vilain,comédie nouvelle,Comedy,1810.0
La Paix ou Retour du bon Fils,Comédie,Comedy,1807.0
La Paix ou Retour du bon Fils,Comédie,Comedy,1807.0
La Partie De Chasse D' Henry IV,Comédie,Comedy,1807.0
La Partie de Chasse d'Henri IV,comédie,Comedy,1806.0
La Partie de Chasse d'Henri IV,comédie,Comedy,1806.0
La Partie de Chasse d'Henri IV,comédie,Comedy,1810.0
La Partie de Chasse d'Henri IV,comédie,Comedy,1810.0
La Partie de Chasse d'Henri IV,comédie,Comedy,1811.0
La Partie de Chasse d'Henry IV,comédie,Comedy,1806.0
La Partie de Chasse d'Henry IV,comédie,Comedy,1811.0
La Perruque Blonde,Comédie,Comedy,1806.0
La Perruque Blonde,,Comedy,1807.0
La Petite Glaneuse,Drame,Drame,1807.0
La Petite Ville,Comédie,Comedy,1808.0
La Petite Ville,comédie,Comedy,1810.0
La Prison Militaire ou Les Trois Prisonniers,Comédie,Comedy,1808.0
"La Resolution Inutile, ou Les Déguisemens Amoureux",comédie,Comedy,1811.0
La Resurrection de St. Philippe ou Petit Bonhomme Vit Encore, , ,1809.0
La Romance ou Le Pouvoir de la Musique,Opéra,Opera,1811.0
La Romance ou Le Pouvoir de la Musique,opéra,Opera,1811.0
La Rosière de Salency,Opéra,Opera,1807.0
La Rosière de Salency,opéra,Opera,1807.0
La Rosière de Salency,opéra,Opera,1808.0
La Rosière de Salency,opéra,Opera,1808.0
La Rosière de Salency,opéra,Opera,1811.0
La Ruse Inutile,Opéra Nouveau,Opera,1808.0
La Ruse Inutile,opéra,Opera,1808.0
La Ruse Inutile,Opéra,Opera,1808.0
La Ruse Inutile,Opéra,Opera,1808.0
La Ruse Inutile,opéra,Opera,1808.0
La Ruse Inutile,opéra,Opera,1811.0
La Ruse Inutile,opéra,Opera,1811.0
La Ruse Inutile,Opéra,Opera,1811.0
La Servante Maîtresse,opéra,Opera,1809.0
La Servante Maîtresse,opéra,Opera,1809.0
La Soirée orageuse,opéra,Opera-Comedy,1806.0
La Soirée orageuse,,Opera-Comedy,1806.0
La Soirée orageuse,,Opera-Comedy,1806.0
La Soirée Orageuse,Opéra,Opera-Comedy,1807.0
La Soirée Orageuse,opéra-comique,Opera-Comedy,1807.0
La Soirée Orageuse,Opéra,Opera-Comedy,1807.0
La Soirée Orageuse,Opéra,Opera-Comedy,1808.0
La Soirée Orageuse,opéra,Opera-Comedy,1811.0
"La veuve Calas à Paris, ou Le triomphe de Voltaire",comédie,Comedy,1811.0
"La veuve Calas à Paris, ou Le triomphe de Voltaire",comédie,Comedy,1811.0
La Veuve Du Malabar,Tragédie,Tragedy,1807.0
La Vie est un Songe,comédie héroïque,Comedy,1808.0
Laure & Fernando,drame,Drame,1806.0
Laure & Fernando,comédie,Comedy,1812.0
"Laure et Selm[a], ou Le divorce manqué",vaudeville nouveau,Vaudeville,1806.0
Le Barbier de Séville,opéra,Opera,1805.0
Le Barbier de Séville,opéra,Opera,1806.0
Le Barbier de Séville,comédie,Comedy,1806.0
Le Barbier de Séville,Comédie,Comedy,1808.0
Le Barbier de Séville,comédie,Comedy,1810.0
Le barbier dentiste aux ombres impalpables,,,1807.0
Le Bourru beinfaisant,comédie,Comedy,1806.0
Le Bourru beinfaisant,comédie,Comedy,1806.0
Le Bourru beinfaisant,Comédie,Comedy,1806.0
Le Bourru beinfaisant,Comédie,Comedy,1807.0
Le Bourru beinfaisant,comédie,Comedy,1808.0
Le Bourru Bienfaisant,comédie,Comedy,1811.0
Le Bucheron & le Glouton,,,1807.0
Le Calife de Bagdad,opéra nouveau,Opera,1805.0
Le Calife de Bagdad,opéra nouveau,Opera,1806.0
Le Calife de Bagdad,opéra nouveau,Opera,1806.0
Le Calife de Bagdad,opéra,Opera,1807.0
Le Calife de Bagdad,opéra,Opera,1808.0
Le Calife de Bagdad,opéra,Opera,1809.0
Le Calife de Bagdad,opéra,Opera,1810.0
Le Calife de Bagdad,opéra,Opera,1811.0
Le Calife de Bagdad,Opéra,Opera,1811.0
Le Calife de Bagdad,Opéra,Opera,1812.0
Le Chanoine de Milan,,Comedy,1806.0
Le Chanoine de Milan,Comédie,Comedy,1806.0
Le Chanoine de Milan,comédie,Comedy,1807.0
Le Coin du feu,opéra,Opera,1805.0
Le Coin du feu,opéra,Opera,1806.0
Le Coin du feu,opéra,Opera,1806.0
Le Coin du feu,opéra,Opera,1806.0
Le Coin du feu,Opéra,Opera,1806.0
Le Coin du feu,opéra,Opera,1810.0
Le Coin du feu,opéra,Opera,1811.0
Le collateral ou La diligence à Joigny,Comédie,Comedy,1806.0
Le Collateral ou La Diligence à Joigny,,Comedy,1807.0
Le collateral ou La diligence à Joigny,comédie,Comedy,1811.0
Le Collatéral ou La Diligence à Joigny,comédie,Comedy,1809.0
Le Combat des Thermopiles ou l'Ecole des Guerriers,héroïque nouvelle,Other,1807.0
Le Combat des Thermopiles ou l'Ecole des Guerriers,héroïque nouvelle,Other,1807.0
"Le Comte de Waltron, ou La Discipline millitaire du nord",Pièce à grand spectale,Drame-Comedy,1807.0
"Le Comte de Waltron, ou La Discipline millitaire du nord",Pièce à grand spectale,Drame-Comedy,1807.0
"Le Comte de Waltron, ou La Discipline millitaire du nord",Pièce héroïque,Drame-Comedy,1808.0
"Le Comte de Waltron, ou La Discipline millitaire du nord",drame héroïque,Drame-Comedy,1810.0
"Le Comte de Waltron, ou La Discipline millitaire du nord",comédie héroïque,Drame-Comedy,1812.0
Le Consentement Forcé,,Comedy,1807.0
Le Consentement Forcé,,Comedy,1807.0
Le Consentement forcé,pantomime,Comedy,1807.0
Le Consentement Forcé,comédie,Comedy,1807.0
Le Consentement Forcé,comédie,Comedy,1807.0
Le Consentement Forcé,Comédie,Comedy,1807.0
Le Consentement Forcé,comédie,Comedy,1808.0
Le Dépit Amoureux,comédie,Comedy,1807.0
Le Dépit Amoureux,comédie,Comedy,1808.0
Le Déserteur,Opéra,Drame-Opera,1806.0
Le Déserteur,Opéra,Drame-Opera,1807.0
Le Déserteur,opéra,Drame-Opera,1807.0
Le Déserteur,drame,Drame-Opera,1810.0
Le Déserteur,Drame,Drame-Opera,1810.0
Le Déserteur,opéra,Drame-Opera,1810.0
Le Déserteur,drame,Drame-Opera,1811.0
Le Déserteur,opéra,Drame-Opera,1811.0
Le Déserteur,drame,Drame-Opera,1811.0
Le Déserteur ,opéra,Drame-Opera,1806.0
"Le Déserteur, ou la Noce supposée",grand ballet Pantomime,Other,1808.0
"Le Déserteur, ou La noce supposée",grand ballet pantomime,Other,1808.0
Le Devoir & La Nature,drame,Drame,1809.0
Le Devoir & La Nature,drame,Drame,1809.0
Le Directeur dans l'embarras,opéra,Opera,1807.0
Le Directeur hors d'embarras ou A quelque chose malheur est bon,vaudeville -proverbe nouveau,Vaudeville,1808.0
Le Duel de onze heures ou l'Anglais à Paris,comédie,Comedy,1807.0
Le Duel de onze Heures ou l'Anglais à Paris,comédie,Comedy,1810.0
"Le faux roi de Pologne, ou La revanche",comédie nouvelle,Comedy,1811.0
"Le faux roi de Pologne, ou La revanche",Comédie,Comedy,1812.0
"Le faux roi de Pologne, ou La revanche",comédie,Comedy,1812.0
"Le faux roi de Pologne, ou La revanche",comédie,Comedy,1812.0
Le Fou raisonnable,comédie,Comedy,1805.0
Le Fou raisonnable,Comédie,Comedy,1806.0
Le Fou raisonnable,comédie,Comedy,1809.0
Le Fou raisonnable,comédie,Comedy,1810.0
Le Grand Frederic Roi De Prusse,Mélo drame,Drame,1807.0
Le Grand Frédéric Roi de Prusse,,Drame,1807.0
Le jardinier rajeuni par l'amour,Ballet pantomime,Other,1812.0
Le jockey-maître,,,1806.0
Le Joueur,comédie,Comedy,1808.0
Le Joueur,Comédie,Comedy,1808.0
Le Joueur d'Échecs,comédie,Comedy,1808.0
Le Jugement de Midas,Opéra,Opera,1806.0
Le Jugement de Midas,opéra,Opera,1806.0
Le Jugement de Midas,opéra,Opera,1806.0
Le Jugement de Midas,opéra,Opera,1807.0
Le Jugement de Midas,Opéra,Opera,1807.0
Le Jugement de Midas,Opéra,Opera,1807.0
Le Jugement de Midas,Opéra,Opera,1808.0
Le Jugement de Midas,opéra,Opera,1808.0
Le Jugement de Midas,opéra,Opera,1809.0
Le Jugement de Midas,Opéra,Opera,1811.0
Le Jugement de Salomon,mélo-drame,Drame,1809.0
Le Légataire universel,comédie,Comedy,1806.0
Le Lord Porter à Paris ou le Duel d'onze hueres,Comédie,Comedy,1806.0
Le Malade Imaginaire,,Comedy,1807.0
Le Malade Imaginaire,comédie,Comedy,1809.0
"Le Maréchal des Logis, ou Le Bon Coeur d'un Soldat Français",Pantomime héroïque,Other,1807.0
Le Maréchal ferrant,,,1806.0
Le Mariage de Nina Vernon ou La Suite de la Petite Ville,comédie,Comedy,1810.0
Le Mariage du Capucin,drame,Drame,1805.0
Le Mariage du Capucin,drame,drame,1806.0
Le Mariage du Capucin,Comédie,Comedy,1806.0
Le Mariage Forcé,comédie,Comedy,1810.0
Le Mariage Forcé,comédie,Comedy,1810.0
Le Mariage Forcé,comédie,Comedy,1811.0
"Le Médecin des Fous, ou Les Epouseurs",comédie,Comedy,1812.0
Le Medecin Malgré Lui,Comédie,Comedy,1807.0
Le Médecin Malgré Lui,comédie,Comedy,1807.0
Le Médecin Malgré Lui,comédie,Comedy,1810.0
Le Mensonge Excusable,Comédie,Comedy,1808.0
Le Mensonge Excusable,comédie,Comedy,1810.0
Le Mensonge Excusable,comédie,Comedy,1810.0
Le Milicien,opéra,Opera,1810.0
Le Milicien,opéra,Opera,1810.0
Le Milicien,opéra,Opera,1811.0
Le Moulin de Sans-Souci,Comédie,Comedy,1807.0
