work,original_genre,grouped_genre,year
"Le Moulin de Sans-Souci, ou Une matinée de Frédéric",comédie,Comedy,1807.0
Le Page,drame,Drame,1808.0
"Le Petit Cézar, ou La Famille des Pyrénées",Mélo-drame,Drame,1807.0
"Le Petit Cézar, ou La Famille des Pyrénées",Mélo-drame,Drame,1807.0
Le petit voltigeur Nçais,,,1807.0
Le Philinte de Moliere,comédie,Comedy,1807.0
Le Philosophe sans le Savoir,comédie,Comedy,1810.0
"Le Prisonnier, ou La Ressemblance",Opéra,Opera,1811.0
"Le Prisonnier, ou La Ressemblance",opéra,Opera,1811.0
"Le Prisonnier, ou La Ressemblance",opéra,Opera,1811.0
"Le Prisonnier, ou La Ressemblance",Opéra,Opera,1812.0
"Le Prisonnier, ou La Ressemblance",opéra,Opera,1812.0
Le Retour de Mari,comédie,Comedy,1808.0
Le Retour du Mari,Comédie nouvelle,Comedy,1807.0
Le rêve ou La colonne de Rosback (ou La colonne de Rosbach),vaudeville anecdotique,Comedy-Vaudeville,1811.0
Le rêve ou La colonne de Rosback (ou La colonne de Rosbach),comédie vaudeville,Comedy-Vaudeville,1811.0
"Le réveil de Polichinel par le Papillon, ou les Infortunes de Polichinel",Comédie,Comedy,1807.0
Le Roi Lear,tragédie,Tragedy,1806.0
"Le Sourd, ou l'Auberge pleine",comédie,Comedy,1806.0
"Le Sourd, ou L'Auberge pleine",Comédie,Comedy,1807.0
"Le Sourd, ou l'Auberge pleine",comédie,Comedy,1808.0
"Le Sourd, ou L'Auberge pleine",Comédie,Comedy,1808.0
"Le Sourd, ou l'Auberge pleine",comédie,Comedy,1808.0
"Le Sourd, ou L'Auberge pleine",comédie,Comedy,1808.0
"Le Sourd, ou l'Auberge pleine",comédie,Comedy,1809.0
"Le Sourd, ou L'Auberge pleine",comédie,Comedy,1810.0
"Le Sourd, ou L'Auberge pleine",comédie,Comedy,1811.0
"Le Sourd, ou L'Auberge Pleine",comédie,Comedy,1812.0
Le tableau de Raphaël,vaudeville,Vaudeville,1806.0
Le Tableau Parlant,opéra,Opera,1805.0
Le Tableau Parlant,opéra,Opera,1806.0
Le Tableau Parlant Travesti,,,1807.0
Le Taciturne,comédie,Comedy,1806.0
Le Taciturne,comédie,Comedy,1806.0
Le Tonnelier,opéra comique,Opera-Comedy,1810.0
Le Tonnelier,opéra,Opera-Comedy,1810.0
Le Tonnelier,opéra,Opera-Comedy,1810.0
Le Tonnelier,opéra,Opera-Comedy,1811.0
Le Tyran Domestique,comédie nouvelle,Comedy,1807.0
Le Tyran Domestique,,Comedy,1807.0
Le Valet à deux Maîtres,opéra nouveau,Opera,1809.0
Le Vieux célibataire,Comédie,Comedy,1806.0
Le Vieux célibataire,comédie,Comedy,1806.0
Le Vieux célibataire,comédie,Comedy,1806.0
Le Vieux célibataire,comédie,Comedy,1806.0
Le Vieux Comédien,Comédie,Comedy,1808.0
Le Vieux Comédien,comédie,Comedy,1808.0
Le Vieux Comédien,comédie,Comedy,1809.0
Le Vieux Major,comédie,Comedy-Vaudeville,1806.0
Le Vieux Major,,Comedy-Vaudeville,1806.0
Le Vieux Major,vaudeville,Comedy-Vaudeville,1807.0
Le Vieux Major,Comédie mélée de chants,Comedy-Vaudeville,1807.0
Le Vieux Major,vaudeville,Comedy-Vaudeville,1809.0
Le Vieux Major,vaudeville,Comedy-Vaudeville,1809.0
Légataire universel,comédie,Comedy,1805.0
Légataire Universel,comédie,Comedy,1810.0
"Législateur Malgré lui, ou la Cassette Précieuse",Vaudeville,Vaudeville,1811.0
Leonore ou Le Triomphe de l'Amour Conjugal,Opéra,Opera,1812.0
Leonore ou Le Triomphe de l'Amour Conjugal,opéra,Opera,1812.0
Leonore ou Le Triomphe de l'Amour Conjugal,opéra,Opera,1812.0
"Leonore, ou Le Triomphe de l'Amour Conjugal",opéra nouveau et fait historique,Opera,1812.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",vaudeville nouveau,Comedy-Vaudeville,1805.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",vaudeville,Comedy-Vaudeville,1806.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",Comédie,Comedy-Vaudeville,1806.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",vaudeville,Comedy-Vaudeville,1806.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",,Comedy-Vaudeville,1807.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",Comédie,Comedy-Vaudeville,1807.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",vaudeville,Comedy-Vaudeville,1808.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",vaudeville,Comedy-Vaudeville,1809.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",vaudeville,Comedy-Vaudeville,1809.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",,Comedy-Vaudeville,1809.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",comédie vaudeville,Comedy-Vaudeville,1810.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",vaudeville,Comedy-Vaudeville,1810.0
"Les Amans prothée, ou Qui compte sans son hôte, compte deux fois",vaudeville,Comedy-Vaudeville,1811.0
Les Amants généreux,drame,drame,1805.0
Les Amants généreux,Comédie,Comedy,1806.0
Les Amis de Collége,Comédie,Comedy,1807.0
"Les Amours d'un Docteur, ou L'Enfant Soumis",comédie,Comedy,1811.0
"Les amours de Bayard, ou le chevalier sans peur et sans reproche",Comédie héroique,Comedy,1806.0
"Les amours de Bayard, ou le chevalier sans peur et sans reproche",Comédie héroique,Comedy,1806.0
"Les amours de Bayard, ou le chevalier sans peur et sans reproche",Comédie,Comedy,1806.0
"Les amours de Bayard, ou le chevalier sans peur et sans reproche",comédie héroïque,Comedy,1810.0
"Les amours de Bayard, ou le chevalier sans peur et sans reproche",comédie héroïque,Comedy,1812.0
Les aveugles mendiants,vaudeville nouveau,Vaudeville,1806.0
"Les Corsaires de la providence, ou ce qui est bon à prendre est bon à garder",vaudeville,vaudeville,1806.0
Les Dettes,Opéra,Comedy-Opera,1806.0
Les Dettes,opéra,Comedy-Opera,1806.0
Les Dettes,Opéra,Comedy-Opera,1806.0
Les Dettes,Opéra,Comedy-Opera,1806.0
Les Dettes,comédie,Comedy-Opera,1807.0
Les Dettes,Opéra,Comedy-Opera,1808.0
Les Dettes,opéra,Comedy-Opera,1808.0
Les Dettes,opéra,Comedy-Opera,1808.0
Les Dettes,opéra,Comedy-Opera,1809.0
Les Deux Aveugles de Tolède,opéra,Opera,1811.0
Les Deux Aveugles de Tolède,opéra,Opera,1811.0
Les Deux Aveugles de Tolède,opéra,Opera,1811.0
Les Deux Aveugles de Tolède,Opéra,Opera,1811.0
Les Deux Aveugles de Tolède,opéra,Opera,1811.0
Les Deux Chasseurs & la Laitière,Opéra,Opera,1806.0
"Les deux frères, ou La réconciliation",,Drame-Comedy,1806.0
"Les deux frères, ou La réconciliation",drame,Drame-Comedy,1806.0
"Les deux frères, ou La réconciliation",comédie,Drame-Comedy,1806.0
"Les deux frères, ou La réconciliation",drame,Drame-Comedy,1807.0
"Les deux frères, ou La réconciliation",Comédie,Drame-Comedy,1808.0
"Les deux frères, ou La réconciliation",comédie,Drame-Comedy,1808.0
"Les deux frères, ou La réconciliation",Drame,Drame-Comedy,1809.0
"Les deux frères, ou La réconciliation",comédie,Drame-Comedy,1810.0
"Les deux frères, ou La réconciliation",comédie,Drame-Comedy,1810.0
"Les deux frères, ou La réconciliation",comédie,Drame-Comedy,1811.0
Les Deux Journées,opéra,Opera,1811.0
Les Deux Journées,opéra,Opera,1811.0
Les Deux Journées,opéra,Opera,1811.0
Les Deux Journées,opéra,Opera,1811.0
Les Deux Journées,Opéra,Opera,1811.0
Les Deux Journées,Opéra,Opera,1812.0
Les Deux Journées,Opéra,Opera,1812.0
Les Deux Journées,opéra,Opera,1812.0
Les Deux Mères,Comédie nouvelle,Comedy,1808.0
Les Deux Mères,comédie,Comedy,1812.0
Les Deux tuteurs,opéra,Opera,1806.0
Les Deux tuteurs,opéra,Opera,1806.0
Les Deux tuteurs,opéra,Opera,1806.0
Les Deux tuteurs,opéra,Opera,1806.0
Les Deux tuteurs,opéra,Opera,1806.0
Les Deux Tuteurs,opéra,Opera,1809.0
Les Deux Tuteurs,opéra,Opera,1811.0
Les Dragons & Les Bénédictines,Comédie,Comedy,1807.0
Les étourdis ou le Mort supposé,Comédie,Comedy,1806.0
Les Évenements imprévus,Opéra,Opera,1807.0
Les Fausses infidélités,comédie,Comedy,1806.0
Les Fausses infidélités,comédie,Comedy,1806.0
Les Fausses Infidélités,comédie,Comedy,1808.0
Les moyens de faire de l'argent,farce,Other,1812.0
Les Plaideurs,Comédie,Comedy,1806.0
Les Plaiduers,Comédie,Comedy,1807.0
Les Précieuses ridicules,,,1812.0
les Prétendus,Grand Opéra,Opera,1811.0
les Prétendus,Grand Opéra,Opera,1811.0
les Prétendus,Grand opéra,Opera,1811.0
Les prétendus,opéra,Opera,1812.0
"Les projets de mariage, ou Les deux militaires",comédie,Comedy,1806.0
"Les projets de mariage, ou Les deux militaires",comédie,Comedy,1806.0
"Les projets de mariage, ou Les deux militaires",comédie,Comedy,1808.0
"Les projets de mariage, ou Les deux militaires",comédie,Comedy,1809.0
"Les projets de mariage, ou Les deux militaires",comédie,Comedy,1812.0
"Les projets de mariage, ou Les deux militaires",comédie,Comedy,1812.0
"Les Quatre Fils Aimond, ou Montauban assiégé par Charlemagne",,,1809.0
Les Réfugiés de St. Domingue,comédie,Comedy,1811.0
Les Refugiés de St. Dominque,comédie,Comedy,1811.0
Les Religieux de la Trappe,tragédie,Tragedy,1810.0
Les Souliers Mordores,opéra,Opera,1807.0
Les Souliers mordorés,,Opera,1806.0
Les Souliers mordorés,,Opera,1806.0
Les Victimes Cloitrées,drame,Drame,1805.0
Les Victimes Cloitrées,drame,Drame,1806.0
Les Victimes Cloitrées,Drame,Drame,1807.0
Les Victimes Cloitrées,drame,Drame,1808.0
Les Victimes Cloitrées,Drame,Drame,1810.0
Les voisins,comédie,Comedy,1805.0
Les voisins,Comédie,Comedy,1806.0
Les Voisins,comédie,Comedy,1807.0
Les voisins,comédie,Comedy,1810.0
"Les Voitures versées, ou le Séducteur en Voyage",comédie,Comedy,1811.0
"Les Voitures versées, ou le Séducteur en Voyage",comédie,Comedy,1811.0
"Les Voitures versées, ou le Séducteur en Voyage",comédie,Comedy,1812.0
"Lisbeth, ou La Malédiction Paternelle",opéra,Opera,1812.0
"Lisbeth, ou La Malédiction Paternelle",Opéra,Opera,1812.0
Louis XIV ou le Masque de Fer,Drame,Drame,1808.0
M. Botte ou le Négociant Anglais,Comédie nouvelle,Comedy,1808.0
M. Botte ou le Négociant Anglais,comédie,Comedy,1809.0
M. Botte ou le Négociant Anglais,comédie,Comedy,1809.0
M. Botte ou Le Négociant Anglais,comédie,Comedy,1809.0
M. Botte ou Le Négociant Anglais,comédie,Comedy,1809.0
"M. Botte, ou le Négociant anglais",Comédie,Comedy,1808.0
M. Garguille ou Le Mariage de Parodie,folie nouvelle,Other,1809.0
"M. Guillaume, ou le voyageur inconnu",vaudeville,Comedy-Vaudeville,1806.0
"M. Guillaume, ou le voyageur inconnu",,Comedy-Vaudeville,1806.0
"M. Guillaume, ou le voyageur inconnu",Comédie,Comedy-Vaudeville,1807.0
"M. Guillaume, ou le voyageur inconnu",Vaudeville,Comedy-Vaudeville,1809.0
"M. Guillaume, ou le voyageur inconnu",vaudeville,Comedy-Vaudeville,1811.0
M. Musard ou comme le tems passe,comédie,Comedy,1807.0
M. Musard ou comme le tems passe,comédie,Comedy,1809.0
Ma Tante Aurore ou le Roman Impromptu,opéra nouveau,Opera,1809.0
Ma Tante Aurore ou le Roman Impromptu,opéra,Opera,1809.0
Ma Tante Aurore ou le Roman Impromptu,opéra,Opera,1809.0
Ma Tante Aurore ou le Roman Impromptu,opéra,Opera,1810.0
Ma Tante Aurore ou le Roman Impromptu,opéra,Opera,1811.0
Ma Tante Aurore ou le Roman Impromptu,opéra,Opera,1811.0
Ma Tante Aurore ou Le Roman Inpromptu,Opéra,Opera,1812.0
Ma Tante Aurore ou Le Roman Inpromptu,Opéra,Opera,1812.0
"Ma Tante Aurore, ou le Roman Imprmptu",Opéra,Opera,1811.0
Madame Angot ou La Poissarde Parvenue,vaudeville,Vaudeville-Comedy,1808.0
Madame Angot ou La Poissarde Parvenue,comédie,Vaudeville-Comedy,1811.0
Madame Angot ou La Poisson Parvenue,vaudeville,Vaudeville-Opera-Comedy,1808.0
Madame Angot ou La Poisson Parvenue,opéra comique,Vaudeville-Opera-Comedy,1810.0
Madame de Sévigné,Comédie nouvelle,Comedy,1808.0
Madame de Sévigné,Comédie nouvelle,Comedy,1808.0
Madame de Sévigné,Comédie,Comedy,1808.0
Madame de Sévigné,comédie,Comedy,1812.0
Madame de Sévigné,comédie,Comedy,1812.0
Madame de Sévigné,comédie,Comedy,1812.0
Mahomet ou Le Fanatisme,tragédie,tragédie,1809.0
Maison à Vendre,Opéra,Opera,1811.0
Maison à Vendre,opéra,Opera,1811.0
Maison à Vendre,Opéra,Opera,1812.0
Maison à Vendre,opéra,Opera,1812.0
Maison à Vendre,opéra,Opera,1812.0
Maison à vendre,opéra,Opera,1812.0
Maison des Fous,mélo-drame,Drame,1808.0
Manteau Écarlate,comédie,Comedy,1809.0
Marchandes des Modes,Ballet-pantomime,Other,1807.0
Marchandes des Modes,Ballet-pantomime,Other,1807.0
"Marguerite, ou Les Voleurs",drame,Drame,1811.0
Mari Hermite,Comédie nouvelle,Comedy,1808.0
Mari Hermite,Comédie nouvelle,Comedy,1808.0
Mari Hermite,comédie,Comedy,1808.0
Mari Hermite,comédie,Comedy,1810.0
Mari Retrouvé,comédie,Comedy,1808.0
Mariage de Polichinel,Comédie,Comedy,1807.0
Mariages Samnites,opéra,Opera,1806.0
Maris Garçons,Opéra Nouveau,Opera-Comedy,1808.0
Maris Garçons,opéra,Opera-Comedy,1808.0
Maris Garçons,opéra,Opera-Comedy,1808.0
Maris Garçons,opéra,Opera-Comedy,1809.0
Maris Garçons,opéra,Opera-Comedy,1809.0
Maris Garçons,opéra,Opera-Comedy,1809.0
Maris Garçons,opéra,Opera-Comedy,1810.0
Maris Garçons,opéra comique,Opera-Comedy,1810.0
Maris Garçons,opéra,Opera-Comedy,1811.0
Maris garçons,opéra comique,Opera-Comedy,1811.0
Maris Garçons,opéra,Opera-Comedy,1812.0
Maris Garçons,Opéra,Opera-Comedy,1812.0
Maris garçons,opéra,Opera-Comedy,1812.0
Marquis de Tulipano,opéra,Opera,1807.0
Marquis de Tulipano,,Opera,1807.0
Marquis de Tulipano,opéra,Opera,1809.0
Marquis de Tulipano,opéra,Opera,1809.0
Marquis de Tulipano,opéra,Opera,1809.0
Marriage du Capucin,Comédie,Comedy,1808.0
Marton & Frontin ou Assaut de Valets,comédie,Comedy,1809.0
Marton & Frontin ou Assaut de Valets,comédie,Comedy,1811.0
Medecin Turc,opéra,Opera,1811.0
Medecin Turc,opéra,Opera,1812.0
Médecin Turc,Opéra Nouveau,Opera,1808.0
Médecin Turc,Opéra Nouveau,Opera,1808.0
Médecin Turc,opéra,Opera,1808.0
Médecin Turc,Opéra,Opera,1811.0
Méléagre  champenois (?) ou la Chasse inetrrompue,vaudeville nouveau,Vaudeville,1805.0
Mensonge Officieux,Comédie nouvlle,Comedy,1807.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",Comédie,Comedy,1808.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",Comédie,Comedy,1808.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",comédie,Comedy,1808.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",comédie,Comedy,1808.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",comédie historique,Comedy,1809.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",comédie,Comedy,1810.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",comédie,Comedy,1810.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",comédie,Comedy,1810.0
"Menuisier de Livonie, ou Les Illustres Voyageurs",comédie,Comedy,1812.0
"Mercure Galant, ou La Comédie sans Titre",comédie,Comedy,1806.0
"Mercure Galant, ou La Comédie sans Titre",comédie,Comedy,1811.0
Meuniers ou La Fille Enlevée,Ballet Pantomime,Other,1808.0
Michel Ange,opéra,Opera,1811.0
Michel Ange,opéra,Opera,1811.0
Michel-Ange,Opéra Nouveau,Opera,1808.0
Michel-Ange,Opéra Nouveau,Opera,1808.0
Michel-Ange,opéra,Opera,1808.0
Michel-Ange,opéra,Opera,1808.0
Michel-Ange,Opéra Nouveau,Opera,1808.0
Michel-Ange,opéra,Opera,1809.0
Milton,opéra nouveau,Opera,1811.0
Milton,Opéra nouveau,Opera,1811.0
Milton,Opéra,Opera,1811.0
Minuit,Comédie,Comedy,1806.0
Minuit,,Comedy,1806.0
Minuit,Comédie,Comedy,1806.0
Minuit,Comédie,Comedy,1806.0
Minuit,comédie,Comedy,1806.0
Minuit,comédie,Comedy,1809.0
Mirza & Lindor,grand ballet Pantomime héroïque,Other,1808.0
Mirza & Lindor,ballet Pantomime,Other,1808.0
Mirza et Lindor,grand ballet pantomime,Other,1806.0
Mirza ou Le Préjugé & L'Amitié,Comédie nouvelle,Comedy,1808.0
Mirza ou Le Préjugé & L'Amitié,comédie,Comedy,1808.0
Misanthrope,comédie,Comedy,1810.0
Misanthropie et repentir,Comédie,Comedy,1806.0
Misanthropie et repentir,comédie,Comedy,1806.0
Misanthropie et repentir,drame,Drame,1808.0
Misanthropie et repentir,drame,Drame,1811.0
Mme. Angot ou la Poissarde parvenue,vaudeville,Vaudeville,1806.0
"Monsieur & Madame Denis, ou la veille de St-Jean",comédie vaudeville,Comedy-Vaudeville,1811.0
Montano & Stéphanie ou Le faux ami,Opéra,Opera,1812.0
Montano & Stéphanie ou Le faux ami,Opéra,Opera,1812.0
Mort de Cesár,tragédie,Tragedy,1809.0
Mort Marié,Comédie,Comedy,1807.0
Mr. Deschalumeaux ou La Soirée de Carnaval,Opéra Nouveau,Opera,1808.0
Mr. Deschalumeaux ou La Soirée de Carnaval,Opéra Nouveau,Opera,1808.0
Mr. Deschalumeaux ou La Soirée de Carnaval,,Opera,1809.0
Mr. Deschalumeaux ou La Soirée de Carnaval,opéra,Opera,1809.0
Mr. Deschalumeaux ou La Soirée de Carnaval,opéra,Opera,1809.0
Mr. Deschalumeaux ou La Soirée de Carnaval,Opéra,Opera,1811.0
Mr. Deschalumeaux ou La Soirée de Carnaval,opéra,Opera,1812.0
"Mr. Deschalumeaux, ou La Soirée de Carnaval",opéra folie,Opera,1811.0
Mr. Jocaste ou Trompeur Trompé,comédie,Comedy,1812.0
Murs Releves ou Le Poëte en Défaut,,,1812.0
,,,
,,,1810.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
,,,1812.0
Naufage de Zander & d'Hally,,,1808.0
Naufrage de la Peyronse,drame historique,Drame,1809.0
Naufrage de la Peyronse,drame historique,Drame,1809.0
"Nicomède dans la lune, ou la Révolution pacifique",opera-vaudeville-folie,Opera-Vaudeville,1805.0
"Nicomède dans la lune, ou la Révolution pacifique",Opéra-vaudeville,Opera-Vaudeville,1810.0
"Nina, ou La Folle par Amour",opéra,Opera,1807.0
"Nina, ou La Folle par Amour",Opéra,Opera,1807.0
"Nina, ou La Folle par Amour",opéra,Opera,1810.0
"Nouveau Blondel, ou Amour & Adresse",Comédie,Comedy,1807.0
Ombres coloriées,,,1807.0
Ombres coloriées,,,1807.0
Ombres coloriées,,,1807.0
Ombres coloriées,,,1807.0
On Fait ce qu'on peut,Comédie-proverbe,Comedy,1807.0
On Fait ce qu'on peut,Comédie-episodique,Comedy,1807.0
On Fait ce qu'on peut,comédie proverbe,Comedy,1809.0
Pacha de Suresne ou l'Amitié des Femmes,comédie anecdotique,Comedy,1809.0
Palma ou Le Voyageur en Grèce,Opéra,Opera,1812.0
"Palma, ou le Voyageur en Grèce",opéra,Opera,1811.0
"Papa Simon, ou Les Amours de Thérese & Janot",parodie créole,Vaudeville,1806.0
"Papa Simon, ou Les Amours de Thérese & Janot",parodie créole,Vaudeville,1806.0
"Papa Simon, ou Les Amours de Thérese & Janot",parodie créole,Vaudeville,1806.0
"Papa Simon, ou Les Amours de Thérese & Janot",Parodie  ,Vaudeville,1806.0
"Papa Simon, ou Les Amours de Thérese & Janot",Vaudeville-Créole,Vaudeville,1807.0
"Papa Simon, ou Les Amours de Thérese & Janot",,Vaudeville,1807.0
"Papa Simon, ou Les Amours de Thérese & Janot",Parodie,Vaudeville,1807.0
"Papa Simon, ou Les Amours de Thérese & Janot",vaudeville créole,Vaudeville,1811.0
"Passage de Polichinel aux enfers, sur le Styx par le barque à Caron",comédie,Comedy,1807.0
"Pataquès, ou le Peintre d'Enseignes",comédie,Comedy,1809.0
"Pataquès, ou le Peintre d'Enseignes",comédie,Comedy,1810.0
"Pataquès, ou le Peintre d'Enseignes",comédie-parade,Comedy,1810.0
"Pataquès, ou le Peintre d'Enseignes",comédie,Comedy,1811.0
Paul & Virginie,opéra,Opera,1809.0
Paul & Virginie,opéra,Opera,1809.0
Paul & Virginie,opéra,Opera,1809.0
Paul & Virginie,opéra,Opera,1810.0
Paul & Virginie,opéra,Opera,1811.0
Paul & Virginie,opéra,Opera,1811.0
Paul & Virginie,Opéra,Opera,1811.0
Paul & Virginie,opéra,Opera,1812.0
"Pauvre Homme, ou l'Apparition du Revenant",comédie,Comedy,1811.0
Pauvre Jacques ou la Nouvelle Nina,opéra,Opera,1810.0
Pauvre Jacques ou la Nouvelle Nina,opéra,Opera,1811.0
Peintre Français a Londres,Vaudeville nouveau,Vaudeville,1807.0
Peintre Français a Londres,Vaudeville nouveau,Vaudeville,1808.0
Pelerin blanc,drame,Drame,1806.0
Père de Famille,drame,Drame,1808.0
Pessimiste ou l'Homme Mécontent de Tout,Comédie,Comedy,1808.0
Petit Joueur de Violon,comédie,Comedy,1808.0
Petit Page,dramé,Drame,1807.0
Petit Poucet,mélo drame,Drame,1807.0
"Petit Souper de Famille, ou Les Dangers de l'Absence",comédie,Comedy,1810.0
"Petit Souper de Famille, ou Les Dangers de l'Absence",comédie,Comedy,1810.0
Petite Ville,Comédie,Comedy,1808.0
Philippe & Georgette,opéra,Opera,1810.0
Philippe & Georgette,opéra,Opera,1810.0
Philippe & Georgette,opéra,Opera,1810.0
Philoctète,Tragédie,Tragedy,1807.0
Pizarre ou la Conquéte du Pérou par les Espangnols,Mélodrame,Drame,1806.0
Pizarre ou la Conquéte du Pérou par les Espangnols,Mélo-drame,Drame,1806.0
Pizarre ou la Conquéte du Pérou par les Espangnols,mélo-drame,Drame,1806.0
Pizarre ou la Conquéte du Pérou par les Espangnols,Mélo drame,Drame,1807.0
Pizarre ou la Conquéte du Pérou par les Espangnols,héroïque,Other,1809.0
Polichinel dans l'embarras,,,1807.0
"Polichinel Luron avec les Femmes, Capon avec les Hommes",comédie,Comedy,1807.0
Portrait de Michel Cervante,Comédie,Comedy,1808.0
Portrait de Michel Cervante,Comédie,Comedy,1808.0
Portrait de Michel Cervante,Comédie,Comedy,1808.0
Portrait de Michel Cervante,Comédie,Comedy,1808.0
Portrait de Michel Cervante,Comédie nouvelle,Comedy,1808.0
Portrait de Michel Cervante,comédie,Comedy,1809.0
Pourceaugnac,comédie,Comedy,1809.0
Pourceaugnac,comédie,Comedy,1809.0
Poygnardin,tragédie pour rire,Tragedy,1809.0
Precieuses Ridicules,comédie,Comedy,1807.0
Précieuses Ridicules,Comédie,Comedy,1809.0
Prétendus,grand opéra,Opera,1810.0
Prétendus,grand opéra,Opera,1810.0
Prétendus,opéra,Opera,1810.0
Prétendus,opéra,Opera,1810.0
Prétendus,grand opéra,Opera,1810.0
Prétendus,grand opéra,Opera,1810.0
Prétendus,grand opéra,Opera,1810.0
Prisonnier pour dettes,vaudeville,Vaudeville,1806.0
Procureur Arbitre,Comédie,Comedy,1808.0
Procureur Arbitre,comédie,Comedy,1808.0
Pygmalion,,Other,1806.0
Pygmalion,intermède,Other,1806.0
Pygmalion,Intermede,Other,1807.0
Pygmalion,intermède,Other,1808.0
"Pygmalion à Pensacola, ou Les Acteurs en Voyage",comédie-parade,Comedy-parade,1810.0
Ragotin,vaudeville nouveau,Vaudeville,1808.0
Raoul Barbe bleue,,,1807.0
Raoul Sire de Créqui,opéra,Opera,1810.0
Raoul Sire de Créqui,opéra,Opera,1810.0
Raoul Sire de Créqui,opéra,Opera,1811.0
Raoul Sire de Créqui,opéra,Opera,1811.0
Raoul Sire de Créqui,opéra,Opera,1811.0
"Regnederobert, ou le Tribunal Redoutable",Drame,Drame,1812.0
Renaud d'Ast,opéra,Opera,1806.0
Renaud d'Ast,opéra,Opera,1808.0
Renaud d'Ast,opéra,Opera,1809.0
René Descartes,fait historique,Other,1805.0
René Descartes,comédie,Comedy,1806.0
Réné Descartes,fait historique,Other,1811.0
Repentir de Figaro,comédie,Comedy,1808.0
Repentir de Figaro,,Comedy,1808.0
Résolution Inutile ou Les Déguisemens Amoureux,Comédie,Comedy,1807.0
"Reveillon, ou Les Trois Dindons",Parade de circonstance,Other,1811.0
Richard Cœur de Lion,opéra,Opera,1806.0
Richard Cœur de Lion,,Opera,1806.0
Richard Cœur de Lion,opéra,Opera,1807.0
Richard Cœur de Lion,Opéra,Opera,1808.0
Richard Cœur de Lion,opéra,Opera,1808.0
Richard Cœur de Lion,opéra,Opera,1808.0
Richard Cœur de Lion,opéra,Opera,1809.0
Richard Cœur de Lion,opéra,Opera,1809.0
Richard Cœur de Lion,opéra,Opera,1809.0
Richard Cœur de Lion,opéra,Opera,1810.0
Richard Cœur de Lion,opéra,Opera,1811.0
Richard Cœur de Lion,Opéra,Opera,1811.0
Ricochets,Comédie,Comedy,1808.0
Ricochets,Comédie,Comedy,1808.0
Rivaux d'eux mêmes,Comédie,Comedy,1808.0
Rivaux d'eux mêmes,Comédie,Comedy,1808.0
Rivaux d'eux mêmes,comédie,Comedy,1809.0
Rivaux d'eux mêmes,comédie,Comedy,1809.0
Rivaux d'eux mêmes,comédie,Comedy,1811.0
Rivaux d'eux mêmes,comédie,Comedy,1811.0
Rivaux d'eux-mêmes,comédie,Comedy,1806.0
"Robert chef des brigands, ou l'Homme vertueux",pièce héroïque,Other,1806.0
"Robert, Chef de Brigands",Drame,Drame,1810.0
"Robert, Chef de Brigands",drame,Drame,1811.0
"Robinson Crusoë, ou Les Anthropophages",pantomime,Other,1811.0
Roi de Cocagne,comédie bouffonne,Opera,1809.0
Roi de Cocagne,comédie,Comedy,1809.0
Romeo & Juliette,opéra héroïque,Opera,1809.0
Romeo & Juliette,opéra,Opera,1810.0
Romeo & Juliette,opéra,Opera,1811.0
Romeo & Juliette,opéra,Opera,1811.0
Roméo & Juliette,opéra héroïque,Opera,1810.0
Roméo & Juliette,opéra héroïque,Opera,1810.0
Roméo et Juliette,opéra,Opera,1812.0
Rose & Colas,Opéra,Opera,1806.0
"Roselina, ou Le Château de Torrento",drame historique,Drame,1810.0
Ruse Contre Ruse ou Guerre Ouverte,Comédie,Comedy,1807.0
