year,date,title,author
1760,1760-02-05,"Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760,1760-02-09,Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1760,1760-02-09,"La Pupille, comédie","Fagan, Christophe Barthélemy"
1760,1760-02-11,Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1760,1760-02-11,"Het bedurven huishouwen, kluchtspel","Krook, Enoch"
1760,1760-02-11,"Het bedurven huishouwen, kluchtspel","Kroon, Daniel"
1760,1760-02-12,"Bertoldo, Bertoldino e Cacasenno. Opera","Goldoni, Carlo"
1760,1760-02-12,"Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760,1760-02-12,"Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760,1760-02-16,"Le Brutus, tragédie",Voltaire
1760,1760-02-16,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der"
1760,1760-02-18,Lucius Junius Brutus grondlegger der roomsche vrijheid. Treurspel.,"Bruin, Claas"
1760,1760-02-18,"Lubin, ou le sot vange","Poisson, Raymond"
1760,1760-02-25,"Aarnout en Adolf van Egmond, hertogen van Gelder. Treurspel","Bruin, Claas"
1760,1760-02-25,"De stiefmoer, kluchtspel","Asselijn, Thomas"
1760,1760-02-26,"La serva padrona, opera","Federico, Gennaro Antonio"
1760,1760-02-26,"La serva padrona, opera","Pergolesi, Giovanni Battista"
1760,1760-02-26,"La serva padrona, opera","Federico, Gennaro Antonio"
1760,1760-02-26,"La serva padrona, opera","Pergolesi, Giovanni Battista"
1760,1760-02-26,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Charles Simon"
1760,1760-02-26,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Marie"
1760,1760-02-26,"Les amours de Bastien et Bastiene, parodie du Devin de village",Harny de Guerville
1760,1760-03-03,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1760,1760-03-03,"La Dragone ou Merlin dragon, comedie",Desmarres
1760,1760-03-04,"La serva padrona, opera","Federico, Gennaro Antonio"
1760,1760-03-04,"La serva padrona, opera","Pergolesi, Giovanni Battista"
1760,1760-03-04,"La serva padrona, opera","Federico, Gennaro Antonio"
1760,1760-03-04,"La serva padrona, opera","Pergolesi, Giovanni Battista"
1760,1760-03-04,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Charles Simon"
1760,1760-03-04,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Marie"
1760,1760-03-04,"Les amours de Bastien et Bastiene, parodie du Devin de village",Harny de Guerville
1760,1760-03-08,"Aristomène, tragédie","Marmontel, Jean François"
1760,1760-03-08,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van"
1760,1760-03-10,De Vriendschap,"Winde, Martinus van"
1760,1760-03-10,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter"
1760,1760-03-11,"E.R. Duni, Il pittore innamorato del suo modello. Opera buffa","Duni, Egidio"
1760,1760-03-11,"Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760,1760-03-11,"Il cinese rimpatriato, divertimento scenico","Sellitto, Giuseppe"
1760,1760-03-15,De Vriendschap,"Winde, Martinus van"
1760,1760-03-15,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)"
1760,1760-03-17,De Vriendschap,"Winde, Martinus van"
1760,1760-03-17,"De qua Grieten, klucht",
1760,1760-03-18,"E.R. Duni, Il pittore innamorato del suo modello. Opera buffa","Duni, Egidio"
1760,1760-03-18,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie"
1760,1760-03-22,De Vriendschap,"Winde, Martinus van"
1760,1760-03-22,"Le Français à Londres, comédie","Boissy, Louis de"
1760,1760-03-24,Le Grondeur,"Palaprat, Jean"
1760,1760-03-24,Le Grondeur,"Brueys, David Augustin de"
1760,1760-03-25,"La bohémienne, comédie","Favart, Charles Simon"
1760,1760-03-25,"La bohémienne, comédie","Clément, Charles-François"
1760,1760-03-25,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie"
1760,1760-03-29,"Sabinus et Éponine, tragédie","Richer, Henri"
1760,1760-03-29,L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-03-31,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-03-31,Les folies amoureuses,"Regnard, Jean François"
1760,1760-04-01,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Charles Simon"
1760,1760-04-01,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Marie"
1760,1760-04-01,"Les amours de Bastien et Bastiene, parodie du Devin de village",Harny de Guerville
1760,1760-04-01,Raton et Rosette,"Favart, Charles Simon"
1760,1760-04-03,Reinar después de morir,"Vélez de Guevara, Luis"
1760,1760-04-03,Haat en nydt,"Ogier, Willem"
1760,1760-04-05,Philoctete: tragédie,"Chateaubrun, Jean Baptiste Vivien de"
1760,1760-04-05,"L'école des jaloux, ou Le cocu volontaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-04-05,"L'école des jaloux, ou Le cocu volontaire, comédie","Montfleury, Antoine Jacob"
1760,1760-04-08,Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760,1760-04-08,Het feest der zotten; divertissement,"Le Roy, Bernard"
1760,1760-04-08,Het feest der zotten; divertissement,"Hooff, Nicolaas Willem op den"
1760,1760-04-10,Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760,1760-04-10,Het feest der zotten; divertissement,"Le Roy, Bernard"
1760,1760-04-10,Het feest der zotten; divertissement,"Hooff, Nicolaas Willem op den"
1760,1760-04-12,"Cato, a Tragedy","Addison, Joseph"
1760,1760-04-12,"Cato, a Tragedy","Addison, Joseph"
1760,1760-04-12,L'école des meres,"Carlet de Chamblain de Marivaux, Pierre"
1760,1760-04-14,"Le Dissipateur, ou l'honnête friponne, comédie","Destouches, (ps. Philippe Néricault)"
1760,1760-04-14,L'école des meres,"Carlet de Chamblain de Marivaux, Pierre"
1760,1760-04-15,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Charles Simon"
1760,1760-04-15,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Marie"
1760,1760-04-15,"Les amours de Bastien et Bastiene, parodie du Devin de village",Harny de Guerville
1760,1760-04-15,Raton et Rosette,"Favart, Charles Simon"
1760,1760-04-17,"Cenie, comédie","Graffigny, Françoise d'Issembourg d'Happoncourt de"
1760,1760-04-17,"L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1760,1760-04-19,"Cenie, comédie","Graffigny, Françoise d'Issembourg d'Happoncourt de"
1760,1760-04-19,"Philippyn, mr. koppelaar; blyspel.","Alewyn, Abraham"
1760,1760-04-21,"Cenie, comédie","Graffigny, Françoise d'Issembourg d'Happoncourt de"
1760,1760-04-21,"De Puiterveense helleveeg, of Beslikte Swaantje aan de tap","Alewyn, Abraham"
1760,1760-04-24,Andromaque,"Racine, Jean"
1760,1760-04-24,Andromaque,"Racine, Jean"
1760,1760-04-24,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter"
1760,1760-04-28,"L'Enfant prodigue, comédie",Voltaire
1760,1760-04-28,"La Pupille, comédie","Fagan, Christophe Barthélemy"
1760,1760-05-05,La Mariamne,Tristan L'Hermite
1760,1760-05-05,"La Chercheuse d'esprit, opéra-comique","Favart, Charles Simon"
1760,1760-05-06,Raton et Rosette,"Favart, Charles Simon"
1760,1760-05-06,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie"
1760,1760-08-04,,
1760,1760-08-07,,
1760,1760-08-07,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter"
1760,1760-08-09,,
1760,1760-08-09,"Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1760,1760-08-11,,
1760,1760-08-11,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter"
1760,1760-08-14,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der"
1760,1760-08-14,"Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1760,1760-08-16,Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1760,1760-08-16,L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-08-18,Het wederzyds huwelyks bedrog. Blyspél,"Langendijk, Pieter"
1760,1760-08-18,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas"
1760,1760-08-21,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas"
1760,1760-08-21,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter"
1760,1760-08-23,Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1760,1760-08-23,Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1760,1760-08-23,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1760,1760-08-23,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1760,1760-08-25,El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1760,1760-08-25,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan"
1760,1760-08-28,Reinar después de morir,"Vélez de Guevara, Luis"
1760,1760-08-28,"Krispyn, baron, en afslager. Kluchtspel","Benjamin, Hermanus"
1760,1760-09-01,Le Cid. Tragi-comedie.,"Corneille, Pierre"
1760,1760-09-01,Les vendanges de Suresne,"Dancourt, Florent Carton"
1760,1760-09-04,Cleomenes. Treurspel,"Lingelbach, David"
1760,1760-09-04,"De gewaande heidin, of De bedrogen gelukzoeker; kluchtspel","Elvervelt, Henrik van"
1760,1760-09-08,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1760,1760-09-08,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1760,1760-09-08,La coupe enchantée,"Dancourt, Florent Carton"
1760,1760-09-11,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas"
1760,1760-09-11,"Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-09-13,"Astrate, roy de Tyr","Quinault, Philippe"
1760,1760-09-13,Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-09-15,L’Étourdi ou les Contretemps,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-09-15,"De Ontrouwe Kantoorknecht, en Lichtvaardige Dienstmaagd","Bernagie, Pieter"
1760,1760-09-18,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1760,1760-09-18,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1760,1760-09-18,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter"
1760,1760-09-20,"Achilles, treurspel","Huydecoper, Balthasar"
1760,1760-09-20,Pekelharing,"Vos, Isaac"
1760,1760-09-22,"De dood van sultan Selim, Turksen keizer; treurspel","Hoeven, Willem van der"
1760,1760-09-22,Broershert,"Leeuw, Adriaan Bastiaansz de"
1760,1760-09-23,"Xantippe, of Het booze wyf des filozoofs Sokrates beteugeld. Blyspel","Langendijk, Pieter"
1760,1760-09-23,Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-09-24,Reinout in het betoverde hof; zynde het gevolg van Armida,"Pluimer, Joan"
1760,1760-09-24,De Schermerhornsche vrijstermarkt,"Schroder, Johannes"
1760,1760-09-25,"Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1760,1760-09-25,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter"
1760,1760-09-26,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-09-26,De Schermerhornsche vrijstermarkt,"Schroder, Johannes"
1760,1760-09-27,Andromaque,"Racine, Jean"
1760,1760-09-27,Andromaque,"Racine, Jean"
1760,1760-09-27,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der"
1760,1760-09-29,Didoos doot,"Pels, Andries"
1760,1760-09-29,Het Leidsche studentenleeven. Kluchtig blyspel,"Mauricius, Johan Jacob"
1760,1760-09-30,Didoos doot,"Pels, Andries"
1760,1760-09-30,Haat en nydt,"Ogier, Willem"
1760,1760-10-01,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter"
1760,1760-10-01,"Jan Klaaz. of gewaande dienstmaagt, blijspel","Asselijn, Thomas"
1760,1760-10-02,Menaechmi,"Plautus, T. Maccius"
1760,1760-10-02,Menaechmi,"Plautus, T. Maccius"
1760,1760-10-02,"Krispyn, jufvrouw en notaris. Blyspel","Ryk, Jacob de (incorrect: Jan de Rijck)"
1760,1760-10-03,Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760,1760-10-03,"De boere kermis, of: Zegenpraelende liefde: bly-spel","Pauw, Ferdinand Frans de"
1760,1760-10-04,"Romulus, tragedie","La Motte, Antoine Houdar de"
1760,1760-10-04,De ontdekte schyndeugd; blyspel,"Lingelbach, David"
1760,1760-10-06,La devineresse,"Corneille, Thomas"
1760,1760-10-06,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)"
1760,1760-10-07,Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760,1760-10-07,Ballet van heidens en heidinnen,
1760,1760-10-08,Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760,1760-10-08,Ballet van heidens en heidinnen,
1760,1760-10-09,La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1760,1760-10-09,La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1760,1760-10-09,De Gramschap,"Ogier, Willem"
1760,1760-10-11,Cinna,"Corneille, Pierre"
1760,1760-10-11,"De zwetser, kluchtspel","Langendijk, Pieter"
1760,1760-10-13,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert"
1760,1760-10-13,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter"
1760,1760-10-16,De Vriendschap,"Winde, Martinus van"
1760,1760-10-16,"De bedrooge woekeraar, blyspel","Alewyn, Abraham"
1760,1760-10-18,La mort de Néron; tragédie,"Péchantré, Nicolas de"
1760,1760-10-18,De huwelyken staat. Kluchtspél,"Bernagie, Pieter"
1760,1760-10-20,Le bourgeois gentilhomme,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-10-20,"De stiefmoer, kluchtspel","Asselijn, Thomas"
1760,1760-10-27,Le Grondeur,"Palaprat, Jean"
1760,1760-10-27,Le Grondeur,"Brueys, David Augustin de"
1760,1760-10-27,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van"
1760,1760-11-03,"Adherbal, roy de Numidie","Lagrange Chancel, François Joseph de"
1760,1760-11-03,"Philippyn, mr. koppelaar; blyspel.","Alewyn, Abraham"
1760,1760-11-08,"Adherbal, roy de Numidie","Lagrange Chancel, François Joseph de"
1760,1760-11-08,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-11-10,Joan Galeasso: dwingeland van Milanen; treurspel,"Arents, Thomas"
1760,1760-11-10,L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-11-10,L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1760,1760-11-10,L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1760,1760-11-10,L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1760,1760-11-15,Andronic,"Campistron, Jean Galbert de"
1760,1760-11-15,Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1760,1760-11-17,"De deugdzame hoveling, treurspel","Bruin, Claas"
1760,1760-11-17,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter"
1760,1760-11-22,Nicomède,"Corneille, Pierre"
1760,1760-11-22,,
1760,1760-11-24,Le légataire universel,"Regnard, Jean François"
1760,1760-11-24,Henrich og Pernille,"Holberg, Ludvig"
1760,1760-11-29,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de"
1760,1760-11-29,"Le Français à Londres, comédie","Boissy, Louis de"
1760,1760-12-01,Démocrite,"Regnard, Jean François"
1760,1760-12-01,L'amant auteur et valet: comédie,"Cérou, Pierre"
1760,1760-12-06,"Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1760,1760-12-06,L'amant auteur et valet: comédie,"Cérou, Pierre"
1760,1760-12-08,"Julius Cezar, en Kato. Treurspél","Langendijk, Pieter"
1760,1760-12-08,L'amant auteur et valet: comédie,"Cérou, Pierre"
1760,1760-12-13,"Pyrrhus, tragedie","Crébillon, Prosper Jolyot de"
1760,1760-12-13,"La Pupille, comédie","Fagan, Christophe Barthélemy"
1760,1760-12-15,"Nanine, ou Le préjugé vaincu, comédie",Voltaire
1760,1760-12-15,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter"
1760,1760-12-20,"Nanine, ou Le préjugé vaincu, comédie",Voltaire
1760,1760-12-20,"L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1760,1760-12-22,Gysbreght van Aemstel,"Vondel, Joost van den"
1760,1760-12-22,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1760,1760-12-22,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1760,1760-12-29,Gysbreght van Aemstel,"Vondel, Joost van den"
1760,1760-12-29,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1760,1760-12-29,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1761,1761-01-05,Gysbreght van Aemstel,"Vondel, Joost van den"
1761,1761-01-05,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1761,1761-01-05,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1761,1761-01-10,Gysbreght van Aemstel,"Vondel, Joost van den"
1761,1761-01-10,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1761,1761-01-10,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1761,1761-01-12,Gysbreght van Aemstel,"Vondel, Joost van den"
1761,1761-01-12,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van"
1761,1761-01-12,De bruiloft van Kloris en Roosje,"Buysero, Dirk"
1761,1761-01-17,"Gabinie, tragedie chretienne","Brueys, David Augustin de"
1761,1761-01-17,Crispin rival de son maître,"Lesage, Alain René"
1761,1761-01-19,"Gustave Wasa, tragédie","Piron, Alexis"
1761,1761-01-19,"L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1761,1761-01-24,"Gustave Wasa, tragédie","Piron, Alexis"
1761,1761-01-24,"L'Indiscret, comédie",Voltaire
1761,1761-01-26,"Gustave Wasa, tragédie","Piron, Alexis"
1761,1761-01-26,De spookende boer; kluchtspel,"Elias, Jacob"
1761,1761-01-31,"Le Brutus, tragédie",Voltaire
1761,1761-01-31,"La Famille extravagante, comédie","Le Grand, Marc Antoine"
1761,1761-02-02,"Timon le misantrope, comedie","Delisle de La Drevetière, Louis François"
1761,1761-02-02,"Krispyn filozoof, blyspél","Styl, Simon"
1761,1761-02-07,"Le Dissipateur, ou l'honnête friponne, comédie","Destouches, (ps. Philippe Néricault)"
1761,1761-02-07,Midsummernight's Dream,"Shakespeare, William"
1761,1761-02-09,Reinar después de morir,"Vélez de Guevara, Luis"
1761,1761-02-09,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den"
1761,1761-02-14,"L'Enfant prodigue, comédie",Voltaire
1761,1761-02-14,L'école des meres,"Carlet de Chamblain de Marivaux, Pierre"
1761,1761-02-16,"L'Enfant prodigue, comédie",Voltaire
1761,1761-02-16,Pekelharing,"Vos, Isaac"
1761,1761-02-23,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel"
1761,1761-02-23,Attendez-moi sous l'orme,"Regnard, Jean François"
1761,1761-02-23,Attendez-moi sous l'orme,"Rivière-Dufresny, Charles"
1761,1761-03-02,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel"
1761,1761-03-02,La maison de campagne,"Dancourt, Florent Carton"
1761,1761-03-07,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel"
1761,1761-03-07,"De gewaande heidin, of De bedrogen gelukzoeker; kluchtspel","Elvervelt, Henrik van"
1761,1761-03-09,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel"
1761,1761-03-09,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter"
1761,1761-03-14,Edouard III. Tragédie,"Gresset, Jean Baptiste Louis"
1761,1761-03-14,"La Chercheuse d'esprit, opéra-comique","Favart, Charles Simon"
1761,1761-03-16,Edouard III. Tragédie,"Gresset, Jean Baptiste Louis"
1761,1761-03-16,Het huwelijk sluijten,"Bernagie, Pieter"
1761,1761-03-21,"Aristomène, tragédie","Marmontel, Jean François"
1761,1761-03-21,La mère coquette ou les amants brouillés,"Quinault, Philippe"
1761,1761-03-24,"Esther, tragédie","Racine, Jean"
1761,1761-03-24,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1761,1761-03-24,La coupe enchantée,"Dancourt, Florent Carton"
1761,1761-03-28,"Esther, tragédie","Racine, Jean"
1761,1761-03-28,"Verliefde Brechje, kluchtspel","Haps, Pieter Willem van"
1761,1761-03-30,"Esther, tragédie","Racine, Jean"
1761,1761-03-30,Duifje en Snaphaan,"Fornenbergh, Jan Baptist van"
1761,1761-04-02,"Arzases, of 't Edelmoedig verraad, treurspel","Huydecoper, Balthasar"
1761,1761-04-02,Le mari retrouvé. Comédie,"Dancourt, Florent Carton"
1761,1761-04-04,Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1761,1761-04-04,"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank","Alewyn, Abraham"
1761,1761-04-06,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter"
1761,1761-04-06,l'Heritier ridicule ou La dame interessee,"Scarron, Paul"
1761,1761-04-07,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1761,1761-04-07,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1761,1761-04-09,"Le philosophe marié, ou Le mary honteux de l'être. Comédie","Destouches, (ps. Philippe Néricault)"
1761,1761-04-09,Diderik Menschenskræk,"Holberg, Ludvig"
1761,1761-04-11,"Phocion, treurspel","Bogaert, Abraham"
1761,1761-04-11,Diderik Menschenskræk,"Holberg, Ludvig"
1761,1761-04-13,"De triomfeerende medeminnaars, in het konstpaleis; blijspel","Krook, Enoch"
1761,1761-04-13,"De triomfeerende medeminnaars, in het konstpaleis; blijspel","Kroon, Daniel"
1761,1761-04-13,Diderik Menschenskræk,"Holberg, Ludvig"
1761,1761-04-14,,
1761,1761-04-16,"De triomfeerende medeminnaars, in het konstpaleis; blijspel","Krook, Enoch"
1761,1761-04-16,"De triomfeerende medeminnaars, in het konstpaleis; blijspel","Kroon, Daniel"
1761,1761-04-16,L'esprit de contradiction,"Rivière-Dufresny, Charles"
1761,1761-04-18,"De triomfeerende medeminnaars, in het konstpaleis; blijspel","Krook, Enoch"
1761,1761-04-18,"De triomfeerende medeminnaars, in het konstpaleis; blijspel","Kroon, Daniel"
1761,1761-04-18,Les trois Gascons,"Dancourt, Florent Carton"
1761,1761-04-18,Les trois Gascons,"La Motte, Antoine Houdar de"
1761,1761-04-18,Les trois Gascons,"Boindin, Nicolas"
1761,1761-04-20,Demofoonte,"Metastasio, Pietro"
1761,1761-04-20,"De stiefmoer, kluchtspel","Asselijn, Thomas"
1761,1761-04-23,Demofoonte,"Metastasio, Pietro"
1761,1761-04-23,De huwelyken staat. Kluchtspél,"Bernagie, Pieter"
1761,1761-04-27,Demofoonte,"Metastasio, Pietro"
1761,1761-04-27,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den"
1761,1761-05-04,De Vriendschap,"Winde, Martinus van"
1761,1761-05-04,De Haagsche kermis; blyspel,"Droste, Koenraet"
1761,1761-05-16,Demofoonte,"Metastasio, Pietro"
1761,1761-05-16,De Haagsche kermis; blyspel,"Droste, Koenraet"
1761,1761-08-10,"Sabinus et Éponine, tragédie","Richer, Henri"
1761,1761-08-10,Diderik Menschenskræk,"Holberg, Ludvig"
1761,1761-08-13,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1761,1761-08-13,Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1761,1761-08-13,Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1761,1761-08-15,"Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1761,1761-08-15,Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1761,1761-08-17,La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1761,1761-08-17,La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1761,1761-08-17,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan"
1761,1761-08-20,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der"
1761,1761-08-20,De Mansmoer,"Haps, Pieter Willem van"
1761,1761-08-22,"Romulus, tragedie","La Motte, Antoine Houdar de"
1761,1761-08-22,De ontdekte schyndeugd; blyspel,"Lingelbach, David"
1761,1761-08-24,Le Cid. Tragi-comedie.,"Corneille, Pierre"
1761,1761-08-24,L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1761,1761-08-24,L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1761,1761-08-24,L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1761,1761-08-24,L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1761,1761-08-27,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas"
1761,1761-08-27,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter"
1761,1761-08-31,"Konradyn, koning van Napels en Siciliën. Treurspel","Smids, Ludolph"
1761,1761-08-31,"Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1761,1761-09-03,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas"
1761,1761-09-03,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1761,1761-09-03,La coupe enchantée,"Dancourt, Florent Carton"
1761,1761-09-07,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1761,1761-09-07,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas"
1761,1761-09-10,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter"
1761,1761-09-10,La maison de campagne,"Dancourt, Florent Carton"
1761,1761-09-12,Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1761,1761-09-12,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der"
1761,1761-09-14,El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1761,1761-09-14,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter"
1761,1761-09-17,De Vriendschap,"Winde, Martinus van"
1761,1761-09-17,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas"
1761,1761-09-19,"Le Brutus, tragédie",Voltaire
1761,1761-09-19,Pekelharing,"Vos, Isaac"
1761,1761-09-21,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter"
1761,1761-09-21,"Krispyn, jufvrouw en notaris. Blyspel","Ryk, Jacob de (incorrect: Jan de Rijck)"
1761,1761-09-22,"Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1761,1761-09-22,Vechter. Kluchtspel,"Angelkot, Hermannus"
1761,1761-09-23,"Le grand Tamerlan et Bajazet, tragedie","Magnon, Jean"
