id,date,year,title,production,works,genre,place,author
3989,1769-01-03T23:59:32Z,1769,L'ami de tout le monde,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Marc-Antoine Legrand
399,1750-04-28T23:59:32Z,1750,Le consentement forcé,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Michel Guyot de Merville
3990,1769-11-05T23:59:32Z,1769,L'ami de tout le monde,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Marc-Antoine Legrand
3991,1770-04-29T23:59:32Z,1770,L'ami de tout le monde,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Marc-Antoine Legrand
3992,1774-05-03T23:59:32Z,1774,L'ami de tout le monde,[object Object],[object Object],Comedy,Hofteatret/Christiansborg Court Theatre,Marc-Antoine Legrand
3993,1775-02-21T23:59:32Z,1775,L'ami de tout le monde,[object Object],[object Object],Comedy,Hofteatret/Christiansborg Court Theatre,Marc-Antoine Legrand
3994,1776-03-11T23:59:32Z,1776,L'ami de tout le monde,[object Object],[object Object],Comedy,Hofteatret/Christiansborg Court Theatre,Marc-Antoine Legrand
3995,1776-12-16T23:59:32Z,1776,L'ami de tout le monde,[object Object],[object Object],Comedy,Hofteatret/Christiansborg Court Theatre,Marc-Antoine Legrand
3996,1778-04-30T23:59:32Z,1778,L'ami de tout le monde,[object Object],[object Object],Comedy,Hofteatret/Christiansborg Court Theatre,Marc-Antoine Legrand
400,1750-06-25T23:59:32Z,1750,Le consentement forcé,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Michel Guyot de Merville
4002,1754-03-05T23:59:32Z,1754,Turcaret,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Alain-René Lesage
4003,1754-03-07T23:59:32Z,1754,Turcaret,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Alain-René Lesage
4004,1754-03-12T23:59:32Z,1754,Turcaret,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Alain-René Lesage
4005,1754-03-14T23:59:32Z,1754,Turcaret,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Alain-René Lesage
4006,1754-04-28T23:59:32Z,1754,Turcaret,[object Object],[object Object],Comedy,"Royal Danish Theatre, Kongens Nytorv",Alain-René Lesage
